model,cp_rmse,cp_ratio,p_ratio,p_mae
baseline_Busemann,1.2120271145274601,7.416240191907578,6.661869084464326,3504.9815629887926
A_global_scale,0.13173487346698998,1.187579397801894,1.1531826623005441,232.07037098286028
B_x_relaxation,0.11727488008319253,1.1630668980952825,1.1388303871622505,213.00872908300008
C_region_relax,0.1265227330752394,1.0,0.9895113528172567,196.71467114235247
D_newtonian_fit,0.13323121068116048,1.0775366961025368,1.0558310400054736,221.66511991981045
E_linear_reg,0.11631907331719937,1.1125004696860668,1.0942681023188667,188.29412799130654
