region_id,region,count,cp_fluent_mean,cp_f3_mean,cp_ratio_mean,p_ratio_mean,q_ratio_mean,phi_mean_deg
0,true_nose_cap,3530,0.20446942005571725,0.4441655376928095,2.9650359807980657,2.455536099194509,3.4265575285420744,18.724208347125455
2,leading_edge_near,5264,0.10822632167407223,0.4571894271888482,5.375527944499503,3.7921440026036146,1.5724425636285728,18.953567071330387
4,aft_body,653,0.05658532293718835,0.41678783616878,7.374872529990845,4.744089989555984,3.818395160261212,18.118313810548923
5,windward_body,969,0.05831290600491229,0.434999172489805,7.460795047476624,4.8374311561998855,4.757003064562304,18.484628169810094
