region_id,region,count,cp_fluent_mean,cp_f3_mean,cp_ratio_mean,p_ratio_mean,q_ratio_mean,phi_mean_deg
0,true_nose_cap,3530,0.20241332260710235,0.44021887439730756,2.986371113214081,2.647723538924427,3.6865022596648256,18.724208347125455
2,leading_edge_near,5264,0.1059709338472833,0.4542054803668156,5.678222043656466,4.4562648299495855,1.9877368427708626,18.953567071330387
4,aft_body,653,0.05056106238937819,0.4113940220296424,8.137715673121948,5.947636095524511,4.939145682595453,18.118313810548923
5,windward_body,969,0.05175392700215346,0.43073748671834683,8.327174851151488,6.1047426345121325,6.464043434045316,18.484628169810094
