x_m,span_m,side,p_fluent_Pa,p_f3_Pa,p_residual_Pa,q_fluent_W_m2,q_f3_W_m2,q_residual_W_m2,cp_f3,phi_f3_rad,T_e_K,rho_e_kg_m3,ma_e,v_e_m_s,w_tr,q_lam,q_turb
-0.0089005719,0.02865207573007559,1,12948.94008,23823.27615238812,-10874.33607238812,427500.2432,1844349.0427603293,-1416848.7995603294,0.431832935556163,0.3239279312247761,987.1382992171393,0.08408946437433157,3.2928123158399805,2073.7717055820694,0.0,876604.7478777728,1914239.050203095
-0.008904943428,0.02865103933623249,1,12963.32664,23823.27615238812,-10859.94951238812,419461.8196,1844349.0427603293,-1424887.2231603293,0.431832935556163,0.3239279312247761,987.1382992171393,0.08408946437433157,3.2928123158399805,2073.7717055820694,0.0,876604.7478777728,1914239.050203095
-0.008909060261,0.028650046796356368,1,12972.24904,23823.27615238812,-10851.02711238812,417247.7895,1844349.0427603293,-1427101.2532603294,0.431832935556163,0.3239279312247761,987.1382992171393,0.08408946437433157,3.2928123158399805,2073.7717055820694,0.0,876604.7478777728,1914239.050203095
-0.008912927124,0.028649280208497913,1,12980.33426,23823.27615238812,-10842.94189238812,421368.6655,1844349.0427603293,-1422980.3772603292,0.431832935556163,0.3239279312247761,987.1382992171393,0.08408946437433157,3.2928123158399805,2073.7717055820694,0.0,876604.7478777728,1914239.050203095
-0.008916514775,0.028648693076563595,1,12994.72713,23823.27615238812,-10828.54902238812,427874.1108,1844349.0427603293,-1416474.9319603294,0.431832935556163,0.3239279312247761,987.1382992171393,0.08408946437433157,3.2928123158399805,2073.7717055820694,0.0,876604.7478777728,1914239.050203095
-0.008919770291,0.028648099225248125,1,13027.05809,23823.27615238812,-10796.21806238812,431820.8049,1844349.0427603293,-1412528.2378603294,0.431832935556163,0.3239279312247761,987.1382992171393,0.08408946437433157,3.2928123158399805,2073.7717055820694,0.0,876604.7478777728,1914239.050203095
-0.008922772911,0.028647686104493617,1,13068.33545,23823.27615238812,-10754.94070238812,432517.1095,1844349.0427603293,-1411831.9332603293,0.431832935556163,0.3239279312247761,987.1382992171393,0.08408946437433157,3.2928123158399805,2073.7717055820694,0.0,876604.7478777728,1914239.050203095
-0.008925427948,0.028647301469623663,1,13098.98968,23823.27615238812,-10724.28647238812,427280.4731,1844349.0427603293,-1417068.5696603293,0.431832935556163,0.3239279312247761,987.1382992171393,0.08408946437433157,3.2928123158399805,2073.7717055820694,0.0,876604.7478777728,1914239.050203095
-0.008927833604,0.02864701487913424,1,13107.32388,23823.27615238812,-10715.95227238812,422658.9886,1844349.0427603293,-1421690.0541603293,0.431832935556163,0.3239279312247761,987.1382992171393,0.08408946437433157,3.2928123158399805,2073.7717055820694,0.0,876604.7478777728,1914239.050203095
-0.008929896302,0.02864678511823159,1,13099.25733,23823.27615238812,-10724.01882238812,424250.3036,1844349.0427603293,-1420098.7391603293,0.431832935556163,0.3239279312247761,987.1382992171393,0.08408946437433157,3.2928123158399805,2073.7717055820694,0.0,876604.7478777728,1914239.050203095
