point_id,side,side_id,mach,alpha_deg,altitude_km,Tw_K,x_m,span_m,xc,yb,valid_mask,q_low_W_m2,T_e_K,p_e_Pa,rho_e_kg_m3,ma_e,v_e_m_s,mu_e_Pa_s,phi_rad,cp,cp0,h_e_J_per_kg,T_r_lam_K,h_r_lam_J_per_kg,h_star_lam_J_per_kg,T_r_turb_K,h_r_turb_J_per_kg,h_star_turb_J_per_kg,q_lam_W_m2,q_turb_W_m2,St_l,Re_ns_l,w_tr,re_edge,re_tri
0,windward,1,8.0,10.0,50.0,300.0,-0.0008012069080764706,0.0,0.0,0.0,1,568033.9943737086,2989.0115496744256,4882.000936458435,0.005690997154710458,1.1170652056398822,1224.1856585927146,7.686871232888214e-05,0.5627345990182011,1.4144904260751383,1.2887097258175402,3003956.607422798,3621.9782841247716,3640088.1755453954,1792677.2486983705,3657.599897679116,3675887.8971675118,1800553.187455236,231782.67231933816,265659.1674653829,nan,nan,0.0,978.781659300182,421521.09196114546
1,windward,1,8.0,10.0,50.0,300.0,0.04419630817827449,0.0,0.0125,0.0,1,114910.49894927596,3010.7487224040256,5007.397519256415,0.005795029650280683,1.09668874616031,1206.2174541475981,7.716755962431752e-05,0.5691803329760458,1.4513956415884741,1.2887097258175402,3025802.466016046,3625.2708541652637,3643397.20843609,1799522.0763404327,3659.8544565992843,3678153.7288822806,1807168.5108385945,114910.49894927596,201530.85959779826,nan,nan,0.0,4002.7399216252966,417119.849031717
2,windward,1,8.0,10.0,50.0,300.0,0.08919382326462545,0.0,0.025,0.0,1,82462.24017920114,3112.4743743557974,5624.987063210054,0.006297002224804468,1.0000006030353397,1118.29947327145,7.855118891871311e-05,0.5994948995298974,1.6331571753546017,1.2887097258175402,3128036.7462275764,3640.6794281381713,3658882.825278862,1831554.510505071,3670.4053446503976,3688757.3713736497,1838126.9106459243,82462.24017920114,179206.18080907283,nan,nan,0.0,7836.3320529370585,396812.30904265266
3,windward,1,8.0,10.0,50.0,300.0,0.13419133835097644,0.0,0.037500000000000006,0.0,1,67003.5150287641,3087.2800571092207,5467.230428640742,0.006170345100759001,1.0241900802387864,1140.705525220061,7.821075822097456e-05,0.591964188604003,1.5867281382346774,1.2887097258175402,3102716.4573947666,3636.8631979784973,3655047.51396839,1823621.0611435804,3667.7922139828356,3686131.17505275,1830459.4665821397,67003.5150287641,164442.24237267286,nan,nan,0.0,11876.505044429685,401804.7040890267
4,windward,1,8.0,10.0,50.0,300.0,0.17918885343732738,0.0,0.05,0.0,1,57786.20391295632,3073.7640901020404,5383.9143984534,0.006103032981194655,1.0370939463214788,1152.5461695676236,7.802752328103416e-05,0.5879303156360368,1.5622075653357084,1.2887097258175402,3089132.9105525506,3634.8159092814026,3652989.9888278097,1819365.0124968323,3666.390350715714,3684722.302469292,1826346.1214979584,57786.20391295632,154708.389320956,nan,nan,0.0,15960.65039191492,404491.745212233
5,windward,1,8.0,10.0,50.0,300.0,0.22418636852367832,0.0,0.0625,0.0,1,50926.262408898576,3016.4695129445954,5040.778025663645,0.005822597054337539,1.0913123385760521,1201.4439140027748,7.724602061404145e-05,0.5708786174816026,1.4612197911419578,1.2887097258175402,3031551.8605093183,3626.137392963851,3644268.0799286705,1801323.4985269166,3660.44781156334,3678750.0506211566,1808909.5320792636,50926.262408898576,145696.54582530813,nan,nan,0.0,20403.267500896432,415965.71369357785
6,windward,1,8.0,10.0,50.0,300.0,0.2691838836100294,0.0,0.07500000000000001,0.0,1,46489.1044846352,3016.4695129445954,5040.778025663645,0.005822597054337539,1.0913123385760521,1201.4439140027748,7.724602061404145e-05,0.5708786174816026,1.4612197911419578,1.2887097258175402,3031551.8605093183,3626.137392963851,3644268.0799286705,1801323.4985269166,3660.44781156334,3678750.0506211566,1808909.5320792636,46489.1044846352,140479.51734383733,nan,nan,0.0,24483.921001075727,415965.71369357785
7,windward,1,8.0,10.0,50.0,300.0,0.3141813986963803,0.0,0.08750000000000001,0.0,1,43040.547352301546,3016.4695129445954,5040.778025663645,0.005822597054337539,1.0913123385760521,1201.4439140027748,7.724602061404145e-05,0.5708786174816026,1.4612197911419578,1.2887097258175402,3031551.8605093183,3626.137392963851,3644268.0799286705,1801323.4985269166,3660.44781156334,3678750.0506211566,1808909.5320792636,43040.547352301546,136214.59657825698,nan,nan,0.0,28564.574501255014,415965.71369357785
8,windward,1,8.0,10.0,50.0,300.0,0.35917891378273126,0.0,0.1,0.0,1,40260.74548288317,3016.4695129445954,5040.778025663645,0.005822597054337539,1.0913123385760521,1201.4439140027748,7.724602061404145e-05,0.5708786174816026,1.4612197911419578,1.2887097258175402,3031551.8605093183,3626.137392963851,3644268.0799286705,1801323.4985269166,3660.44781156334,3678750.0506211566,1808909.5320792636,40260.74548288317,132624.95791705244,nan,nan,0.0,32645.228001434298,415965.71369357785
9,windward,1,8.0,10.0,50.0,300.0,0.40417642886908217,0.0,0.1125,0.0,1,37958.19486209646,3016.4695129445954,5040.778025663645,0.005822597054337539,1.0913123385760521,1201.4439140027748,7.724602061404145e-05,0.5708786174816026,1.4612197911419578,1.2887097258175402,3031551.8605093183,3626.137392963851,3644268.0799286705,1801323.4985269166,3660.44781156334,3678750.0506211566,1808909.5320792636,37958.19486209646,129537.27434388702,nan,nan,0.0,36725.88150161358,415965.71369357785
10,windward,1,8.0,10.0,50.0,300.0,0.44917394395543314,0.0,0.125,0.0,1,36010.30548981774,3016.4695129445954,5040.778025663645,0.005822597054337539,1.0913123385760521,1201.4439140027748,7.724602061404145e-05,0.5708786174816026,1.4612197911419578,1.2887097258175402,3031551.8605093183,3626.137392963851,3644268.0799286705,1801323.4985269166,3660.44781156334,3678750.0506211566,1808909.5320792636,36010.30548981774,126836.21003852156,nan,nan,0.0,40806.53500179287,415965.71369357785
11,windward,1,8.0,10.0,50.0,300.0,0.49417145904178417,0.0,0.1375,0.0,1,34334.47911184638,3016.4695129445954,5040.778025663645,0.005822597054337539,1.0913123385760521,1201.4439140027748,7.724602061404145e-05,0.5708786174816026,1.4612197911419578,1.2887097258175402,3031551.8605093183,3626.137392963851,3644268.0799286705,1801323.4985269166,3660.44781156334,3678750.0506211566,1808909.5320792636,34334.47911184638,124441.3515966148,nan,nan,0.0,44887.18850197217,415965.71369357785
12,windward,1,8.0,10.0,50.0,300.0,0.5391689741281351,0.0,0.15000000000000002,0.0,1,32872.7610323755,3016.4695129445954,5040.778025663645,0.005822597054337539,1.0913123385760521,1201.4439140027748,7.724602061404145e-05,0.5708786174816026,1.4612197911419578,1.2887097258175402,3031551.8605093183,3626.137392963851,3644268.0799286705,1801323.4985269166,3660.44781156334,3678750.0506211566,1808909.5320792636,32872.7610323755,122294.52295524525,nan,nan,0.0,48967.84200215144,415965.71369357785
13,windward,1,8.0,10.0,50.0,300.0,0.584166489214486,0.0,0.1625,0.0,1,31583.12720754059,3016.4695129445954,5040.778025663645,0.005822597054337539,1.0913123385760521,1201.4439140027748,7.724602061404145e-05,0.5708786174816026,1.4612197911419578,1.2887097258175402,3031551.8605093183,3626.137392963851,3644268.0799286705,1801323.4985269166,3660.44781156334,3678750.0506211566,1808909.5320792636,31583.12720754059,120352.3531351933,nan,nan,0.0,53048.49550233072,415965.71369357785
14,windward,1,8.0,10.0,50.0,300.0,0.629164004300837,0.0,0.17500000000000002,0.0,1,30434.262898793128,3016.4695129445954,5040.778025663645,0.005822597054337539,1.0913123385760521,1201.4439140027748,7.724602061404145e-05,0.5708786174816026,1.4612197911419578,1.2887097258175402,3031551.8605093183,3626.137392963851,3644268.0799286705,1801323.4985269166,3660.44781156334,3678750.0506211566,1808909.5320792636,30434.262898793128,118581.69378035591,nan,nan,0.0,57129.14900251,415965.71369357785
15,windward,1,8.0,10.0,50.0,300.0,0.6741615193871879,0.0,0.1875,0.0,1,29402.29131059911,3016.4695129445954,5040.778025663645,0.005822597054337539,1.0913123385760521,1201.4439140027748,7.724602061404145e-05,0.5708786174816026,1.4612197911419578,1.2887097258175402,3031551.8605093183,3626.137392963851,3644268.0799286705,1801323.4985269166,3660.44781156334,3678750.0506211566,1808909.5320792636,29402.29131059911,116956.67273887887,nan,nan,0.0,61209.80250268931,415965.71369357785
16,windward,1,8.0,10.0,50.0,300.0,0.7191590344735389,0.0,0.2,0.0,1,28468.646146572355,3016.4695129445954,5040.778025663645,0.005822597054337539,1.0913123385760521,1201.4439140027748,7.724602061404145e-05,0.5708786174816026,1.4612197911419578,1.2887097258175402,3031551.8605093183,3626.137392963851,3644268.0799286705,1801323.4985269166,3660.44781156334,3678750.0506211566,1808909.5320792636,28468.646146572355,115456.73182181474,nan,nan,0.0,65290.456002868596,415965.71369357785
17,windward,1,8.0,10.0,50.0,300.0,0.7641565495598899,0.0,0.21250000000000002,0.0,1,27618.643548388467,3016.4695129445954,5040.778025663645,0.005822597054337539,1.0913123385760521,1201.4439140027748,7.724602061404145e-05,0.5708786174816026,1.4612197911419578,1.2887097258175402,3031551.8605093183,3626.137392963851,3644268.0799286705,1801323.4985269166,3660.44781156334,3678750.0506211566,1808909.5320792636,27618.643548388467,114065.28035000624,nan,nan,0.0,69371.10950304788,415965.71369357785
18,windward,1,8.0,10.0,50.0,300.0,0.8091540646462407,0.0,0.225,0.0,1,26840.49698858878,3016.4695129445954,5040.778025663645,0.005822597054337539,1.0913123385760521,1201.4439140027748,7.724602061404145e-05,0.5708786174816026,1.4612197911419578,1.2887097258175402,3031551.8605093183,3626.137392963851,3644268.0799286705,1801323.4985269166,3660.44781156334,3678750.0506211566,1808909.5320792636,26840.49698858878,112768.7471479154,nan,nan,0.0,73451.76300322716,415965.71369357785
19,windward,1,8.0,10.0,50.0,300.0,0.8541515797325918,0.0,0.23750000000000002,0.0,1,26124.621392068948,3016.4695129445954,5040.778025663645,0.005822597054337539,1.0913123385760521,1201.4439140027748,7.724602061404145e-05,0.5708786174816026,1.4612197911419578,1.2887097258175402,3031551.8605093183,3626.137392963851,3644268.0799286705,1801323.4985269166,3660.44781156334,3678750.0506211566,1808909.5320792636,26124.621392068948,111555.89794389992,nan,nan,0.0,77532.41650340644,415965.71369357785
20,windward,1,8.0,10.0,50.0,300.0,0.8991490948189427,0.0,0.25,0.0,1,25463.131204449288,3016.4695129445954,5040.778025663645,0.005822597054337539,1.0913123385760521,1201.4439140027748,7.724602061404145e-05,0.5708786174816026,1.4612197911419578,1.2887097258175402,3031551.8605093183,3626.137392963851,3644268.0799286705,1801323.4985269166,3660.44781156334,3678750.0506211566,1808909.5320792636,25463.131204449288,110417.33409538046,nan,nan,0.0,81613.07000358573,415965.71369357785
21,windward,1,8.0,10.0,50.0,300.0,0.9441466099052936,0.0,0.2625,0.0,1,24849.471599920133,3016.4695129445954,5040.778025663645,0.005822597054337539,1.0913123385760521,1201.4439140027748,7.724602061404145e-05,0.5708786174816026,1.4612197911419578,1.2887097258175402,3031551.8605093183,3626.137392963851,3644268.0799286705,1801323.4985269166,3660.44781156334,3678750.0506211566,1808909.5320792636,24849.471599920133,109345.1179917698,nan,nan,0.0,85693.72350376501,415965.71369357785
22,windward,1,8.0,10.0,50.0,300.0,0.9891441249916447,0.0,0.275,0.0,1,24278.143008494455,3016.4695129445954,5040.778025663645,0.005822597054337539,1.0913123385760521,1201.4439140027748,7.724602061404145e-05,0.5708786174816026,1.4612197911419578,1.2887097258175402,3031551.8605093183,3626.137392963851,3644268.0799286705,1801323.4985269166,3660.44781156334,3678750.0506211566,1808909.5320792636,24278.143008494455,108332.48872976401,nan,nan,0.0,89774.3770039443,415965.71369357785
