case,region,side,x_m,x_over_c,span_m,x_phys_used,Re_x_star_lam,Re_x_star_turb,re_tri,re_x_over_re_tri,w_tr,q_lam,q_turb,q_LF,q_Fluent,q_ratio,p_e,p_ratio,h_r_lam_minus_h_w,h_r_turb_minus_h_w,rho_star_lam_over_rho_e,mu_star_lam_over_mu_e,rho_star_turb_over_rho_e,mu_star_turb_over_mu_e,q_turb_over_q_lam,turb_branch_active,distance_from_transition
ma6_a5_h30km,leading_edge_near,windward,1.4409694340348458,0.1,0.41241079999999997,0.36000000000000004,312198.1710419111,nan,2266628.494676854,0.13773680679260156,0.0,71518.8797982594,225518.38903275877,71518.8797982594,122174.7632,0.5853817754586766,4602.855004903373,1.1252062479721368,1337438.7910576093,1409596.4028694013,0.5836917967195274,1.4523355392138804,0.5689155821710818,1.4768190201737184,3.153270712137851,0,nan
ma6_a5_h30km,leading_edge_near,windward,1.4709420807843618,0.1125,0.41241079999999997,0.405,341180.1119818609,nan,2288537.3368825875,0.14908216985728165,0.0,67131.82976794793,216714.09825850793,67131.82976794793,101144.1001,0.6637246235971793,4483.600835446791,1.2636034730946062,1337035.0123955896,1409319.9189152156,0.5801231855343292,1.4590906110628965,0.5653924406954227,1.4837712710497672,3.2281869719269594,0,nan
ma6_a5_h30km,leading_edge_near,windward,1.530887374283394,0.1375,0.41241079999999997,0.49500000000000005,413516.5634540118,nan,2299689.8999259877,0.1798140538284402,0.0,60398.727684766,206227.86466149322,60398.727684766,91132.94001,0.6627540785816682,4424.60130339784,1.4050639886573597,1336832.406060649,1409181.1859758683,0.5783288607141555,1.4625198200430911,0.5636211896373735,1.4873004822856577,3.414440544804867,0,nan
ma6_a5_h30km,leading_edge_near,windward,1.56086002103291,0.15000000000000002,0.41241079999999997,0.5400000000000001,442409.5559134985,nan,2315666.0342257167,0.19105067370452056,0.0,57605.551227610544,200261.64800161537,57605.551227610544,85831.49717,0.6711469929682754,4342.018095324884,1.4553349135139624,1336545.545979407,1408984.7610108566,0.5757841456642534,1.4674212066453507,0.5611094401928522,1.4923446922699815,3.476429679673463,0,nan
ma6_a5_h30km,leading_edge_near,windward,1.590832667782426,0.1625,0.41241079999999997,0.5850000000000001,471984.2965957539,nan,2332034.382479509,0.20239165431768721,0.0,55007.330177309865,194527.8812330684,55007.330177309865,90286.45979,0.6092533731553222,4259.696053474108,1.3714721730382529,1336255.6877915866,1408786.283118238,0.573207795762933,1.4724296031701258,0.5585667552514979,1.4974988976748467,3.5363992509003785,0,nan
ma6_a5_h30km,leading_edge_near,windward,1.620805314531942,0.17500000000000002,0.41241079999999997,0.6300000000000001,508290.7809492738,nan,2332034.382479509,0.2179602431113556,0.0,53006.389676867235,191665.9296076181,53006.389676867235,82968.11822,0.6388766048220399,4259.696053474108,1.4397785569768233,1336255.6877915866,1408786.283118238,0.573207795762933,1.4724296031701258,0.5585667552514979,1.4974988976748467,3.6159023615083887,0,nan
ma6_a5_h30km,leading_edge_near,windward,1.6507779612814582,0.1875,0.41241079999999997,0.675,535559.5647336907,nan,2355034.3045024774,0.22741051529898312,0.0,50657.63217883719,185469.32199379403,50657.63217883719,82968.11822,0.610567447661189,4147.781674651678,1.4019514630191452,1335855.1457425058,1408512.0154068295,0.5696392899780056,1.4794445596472325,0.5550453599730554,1.5047178573611297,3.661231566035887,0,nan
ma6_a5_h30km,leading_edge_near,windward,1.6807506080309742,0.2,0.41241079999999997,0.7200000000000001,571263.5357159368,nan,2355034.3045024774,0.24257121631891534,0.0,49049.04144673435,183090.722992951,49049.04144673435,77676.01586,0.631456710333062,4147.781674651678,1.5180905494116284,1335855.1457425058,1408512.0154068295,0.5696392899780056,1.4794445596472325,0.5550453599730554,1.5047178573611297,3.7328094003994248,0,nan
ma6_a5_h30km,leading_edge_near,windward,1.7406959015300063,0.225,0.41241079999999997,0.81,628746.8725617855,nan,2371301.9490634263,0.2651483809601373,0.0,46128.967857286945,176815.4899876049,46128.967857286945,71933.04574,0.6412764450989441,4071.1741369571323,1.5883814713640247,1335576.4946295265,1408321.2114619913,0.5671509912530618,1.4843903972575,0.5525902417499723,1.50980737189831,3.8330684210111485,0,nan
ma6_a5_h30km,leading_edge_near,windward,1.8006411950290382,0.25,0.41241079999999997,0.9,691105.7280814027,nan,2389504.1192969996,0.2892255855515028,0.0,43347.56107342724,170506.81363854767,43347.56107342724,68237.34513,0.635246887035906,3987.859021713525,1.6225931559994267,1335269.1608105982,1408110.7672817877,0.5644010787881899,1.4899090325927173,0.5498773142363526,1.5154861758788187,3.9334811328767265,0,nan
ma6_a5_h30km,leading_edge_near,windward,1.8605864885280703,0.275,0.41241079999999997,0.9900000000000001,751834.803053591,nan,2404114.4973547044,0.31272836792126585,0.0,41069.664674204236,165349.30066448756,41069.664674204236,63192.39007,0.6499147227808634,3922.7572782553098,1.6518217041304208,1335025.8049208366,1407944.1314364488,0.562219526246493,1.4943270496811,0.5477253384062052,1.5200323068748836,4.026068924013959,0,nan
ma6_a5_h30km,leading_edge_near,windward,1.9205317820271024,0.30000000000000004,0.41241079999999997,1.0800000000000003,811603.1426053768,nan,2419127.266396658,0.335494189941597,0.0,39052.86656077281,160550.84312557377,39052.86656077281,62116.68696,0.6287016979176767,3857.4528977899017,1.6882790496220035,1334778.7757620797,1407774.9803518646,0.5600013362678873,1.498856031961016,0.5455374358378897,1.5246925193507608,4.11111545104454,0,nan
ma6_a5_h30km,leading_edge_near,windward,1.9505044287766182,0.3125,0.41241079999999997,1.125,840629.1586471341,nan,2427245.0037556477,0.3463305753421836,0.0,38123.775418290694,158217.9956785787,38123.775418290694,62116.68696,0.6137445070571854,3822.7953550796365,1.6731105939546265,1334646.4602650842,1407684.378457187,0.5588116738424125,1.5013004573867703,0.5443641060735138,1.5272077312824577,4.150113516896605,0,nan
ma6_a5_h30km,leading_edge_near,windward,1.9804770755261343,0.325,0.41241079999999997,1.1700000000000002,871929.3679676276,nan,2429649.3551929467,0.3588704543328577,0.0,37361.33931147474,156712.7068669411,37361.33931147474,59389.08,0.629094427990377,3812.6168747669954,1.6918421643876622,1334607.4381772203,1407657.658419285,0.5584606167690946,1.5020238561001895,0.5440178804561328,1.5279520727704132,4.194515232991397,0,nan
ma6_a5_h30km,leading_edge_near,windward,2.0104497222756503,0.3375,0.41241079999999997,1.215,898610.4902340373,nan,2435946.1562700844,0.36889587560095655,0.0,36618.04301549176,154858.36014444698,36618.04301549176,59389.08,0.616578721466838,3786.145556074969,1.680095562360452,1334505.6032766637,1407587.9278499698,0.557544031390306,1.5039170756369018,0.5431139351383345,1.5299000898422481,4.2290179209995475,0,nan
ma6_a5_h30km,leading_edge_near,windward,2.0703950157746824,0.36250000000000004,0.41241079999999997,1.3050000000000002,960789.8210919601,nan,2440093.321442659,0.39375126051486886,0.0,35296.62032152482,152211.33454270937,35296.62032152482,55923.5909,0.6311579738261195,3768.856346322127,1.6616134298808156,1334438.8169997786,1407542.1965232417,0.5569425615941019,1.5051629498011492,0.54252077985272,1.531182015134527,4.312348693902766,0,nan
ma6_a5_h30km,leading_edge_near,windward,2.1303403092737145,0.3875,0.41241079999999997,1.395,1013411.6618714151,nan,2450082.6511987606,0.4136234593455774,0.0,34096.77501064218,149207.75268738435,34096.77501064218,55705.78988,0.6120867343249704,3727.6783515762686,1.6897346728668334,1334278.8650602705,1407432.6708130576,0.555500934849905,1.508160562574537,0.5410991462135973,1.534266337064948,4.376007779058696,0,nan
ma6_a5_h30km,leading_edge_near,windward,2.1902856027727466,0.41250000000000003,0.41241079999999997,1.485,1081314.778833355,nan,2448120.619150662,0.4416917901735172,0.0,33060.14279025986,147552.65136644623,33060.14279025986,53711.6362,0.61551174250506,3735.714613602246,1.631840089764564,1334310.1799073839,1407454.1133843695,0.555783295821053,1.5075721649264264,0.541377584106327,1.5336609228300284,4.463158320354201,0,nan
ma6_a5_h30km,leading_edge_near,windward,2.2202582495222627,0.42500000000000004,0.41241079999999997,1.5300000000000002,1114081.8933434566,nan,2448120.619150662,0.4550763898757449,0.0,32570.33581944495,146674.29934401382,32570.33581944495,53711.6362,0.6063925458938998,3735.714613602246,1.631840089764564,1334310.1799073839,1407454.1133843695,0.555783295821053,1.5075721649264264,0.541377584106327,1.5336609228300284,4.503309396535212,0,nan
ma6_a5_h30km,leading_edge_near,windward,2.280203543021295,0.45,0.41241079999999997,1.62,1153357.6762629128,nan,2461533.4465356115,0.4685525105848798,0.0,31673.813962121887,143868.7111030722,31673.813962121887,52818.54023,0.5996722708389377,3681.273251646995,1.6000135573576497,1334097.089119327,1407308.201306233,0.5538606946970183,1.5115909506814045,0.5394817644062483,1.5377958994053296,4.542197263490972,0,nan
ma6_a5_h30km,leading_edge_near,windward,2.370121483269843,0.48750000000000004,0.41241079999999997,1.7550000000000001,1247385.0544675093,nan,2450368.830146945,0.5090601215298292,0.0,30726.11495652228,143097.965309911,30726.11495652228,52779.78986,0.5821568262780932,3726.5082888473357,1.5627422841835996,1334274.3016644295,1407429.5460671377,0.5554597823886522,1.508246370177962,0.5410585658098691,1.5343546261025207,4.657209852674049,0,nan
ma6_a5_h30km,leading_edge_near,windward,2.430066776768875,0.5125000000000001,0.41241079999999997,1.8450000000000002,1317098.9331143214,nan,2445157.416176688,0.5386560899517757,0.0,30025.59109181501,142235.03390369212,30025.59109181501,54637.18976,0.5495449385977902,3747.899228054056,1.461397079048278,1334357.567953437,1407486.5619399433,0.5562104712472037,1.5066831798995626,0.5417988310677835,1.5327462249768833,4.737126855180062,0,nan
ma6_a5_h30km,leading_edge_near,windward,2.460039423518391,0.525,0.41241079999999997,1.8900000000000001,1357592.3872624617,nan,2437380.303678019,0.5569883309608468,0.0,29757.750811784837,142401.64872271055,29757.750811784837,54637.18976,0.5446427779777676,3780.1537338874027,1.4739738954840478,1334482.4822522912,1407572.0959280664,0.5573358370932695,1.5043480084757164,0.5429086170526847,1.5303434931896815,4.785363303274783,0,nan
ma6_a5_h30km,aft_body,windward,2.519984717017423,0.55,0.41241079999999997,1.9800000000000002,1380637.109328637,nan,2454176.012539268,0.5625664590781041,0.0,29117.98215272339,139729.85297400496,29117.98215272339,56326.21802,0.5169525520492844,3710.9928663636147,1.323485033554039,1334213.6925217903,1407388.044479776,0.5549130904757896,1.5093875449119767,0.5405194804665199,1.5355287986014317,4.798747806119391,0,nan
ma6_a5_h30km,aft_body,windward,2.5799300105164553,0.5750000000000001,0.41241079999999997,2.0700000000000003,1580860.1358223474,nan,2378529.751363845,0.6646375286732843,0.0,28919.236067261754,146024.20613247828,28919.236067261754,61352.09354,0.4713651058770659,4037.7923049305305,1.3989320194641404,1335453.8996642318,1408237.2656175075,0.5660547460606766,1.4865836963233878,0.5515087007518692,1.5120643461924,5.0493797897305495,0,nan
ma6_a5_h30km,aft_body,windward,2.6099026572659714,0.5875,0.41241079999999997,2.115,1615226.6605141377,nan,2378529.751363845,0.6790861706009644,0.0,28609.930531884325,145397.46966218422,28609.930531884325,61352.09354,0.4663236228969331,4037.7923049305305,1.3989320194641404,1335453.8996642318,1408237.2656175075,0.5660547460606766,1.4865836963233878,0.5515087007518692,1.5120643461924,5.082063009560477,0,nan
ma6_a5_h30km,aft_body,windward,2.6398753040154874,0.6000000000000001,0.41241079999999997,2.1600000000000006,1652524.447281218,nan,2375565.3946300666,0.6956341639833309,0.0,28354.09746193149,145146.96805130978,28354.09746193149,62413.03619,0.45429767870313076,4051.4352193907926,1.3873278494704555,1335504.0904980982,1408271.6333578473,0.5665036636117513,1.4856844618653933,0.5519515904930357,1.5111390083951208,5.119082638626944,0,nan
ma6_a5_h30km,aft_body,windward,2.6698479507650035,0.6125,0.41241079999999997,2.205,1680456.7023863995,nan,2378449.5814313097,0.7065345069770744,0.0,28051.00474210281,144261.82689680695,28051.00474210281,62413.03619,0.4494414381109251,4038.160397674843,1.3827821690224138,1335455.255427142,1408238.19396446,0.5660668743117548,1.4865593825028731,0.5515206660354991,1.5120393266348584,5.14283991689891,0,nan
ma6_a5_h30km,aft_body,windward,2.699820597514519,0.625,0.41241079999999997,2.25,1714751.7371289786,nan,2378449.5814313097,0.720953578548035,0.0,27769.077941131658,143680.1070266857,27769.077941131658,63307.26502,0.4386396716452506,4038.160397674843,1.3745993476253506,1335455.255427142,1408238.19396446,0.5660668743117548,1.4865593825028731,0.5515206660354991,1.5120393266348584,5.174104352016176,0,nan
ma6_a5_h30km,aft_body,windward,2.7297932442640356,0.6375000000000001,0.41241079999999997,2.2950000000000004,1751040.1114717654,nan,2375787.3867962817,0.7370356965456493,0.0,27539.91364377331,143445.1454193334,27539.91364377331,63307.26502,0.4350197980448676,4050.411233018272,1.3787695609434347,1335500.3275550934,1408269.0567150996,0.5664700123681157,1.4857518178166123,0.5519183907927101,1.511208319725158,5.20862727729598,0,nan
ma6_a5_h30km,aft_body,windward,2.759765891013551,0.65,0.41241079999999997,2.3400000000000003,1785374.231304544,nan,2375787.3867962817,0.7514873768700734,0.0,27273.821281316872,142889.13974484705,27273.821281316872,63889.48846,0.42689058777474004,4050.411233018272,1.3906864875961895,1335500.3275550934,1408269.0567150996,0.5664700123681157,1.4857518178166123,0.5519183907927101,1.511208319725158,5.239058299569083,0,nan
ma6_a5_h30km,aft_body,windward,2.8197111845125833,0.675,0.41241079999999997,2.43,1849578.1789435735,nan,2375811.936111567,0.7785036142089313,0.0,26795.725629132576,141879.715779347,26795.725629132576,64070.39513,0.41822319926018187,4050.2980170347487,1.392366066445188,1335499.9114675147,1408268.7718027208,0.5664662913274844,1.4857592663211765,0.5519147196852596,1.5112159844623165,5.294863730993498,0,nan
ma6_a5_h30km,aft_body,windward,2.8796564780116154,0.7000000000000001,0.41241079999999997,2.5200000000000005,1917009.8061507149,nan,2375820.482815214,0.8068832725438775,0.0,26320.04663005874,140866.07748950325,26320.04663005874,63981.25189,0.41137123536297127,4050.2586026120052,1.3941530140920413,1335499.7666110033,1408268.6726134748,0.5664649958838722,1.485761859468511,0.5519134416255349,1.5112186528895242,5.352045133864904,0,nan
ma6_a5_h30km,aft_body,windward,2.9096291247611314,0.7125,0.41241079999999997,2.565,1951242.1241176918,nan,2375820.482815214,0.8212919024107324,0.0,26088.147425728857,140368.30504563378,26088.147425728857,63875.00137,0.40842499986202124,4050.2586026120052,1.394507703630501,1335499.7666110033,1408268.6726134748,0.5664649958838722,1.485761859468511,0.5519134416255349,1.5112186528895242,5.380539398025582,0,nan
ma6_a5_h30km,aft_body,windward,2.9396017715106475,0.7250000000000001,0.41241079999999997,2.6100000000000003,1983809.628149352,nan,2374698.6547683813,0.8353942611479876,0.0,25896.967080311584,140055.02427333916,25896.967080311584,64295.96079,0.4027775114037857,4055.43682922823,1.408307559402755,1335518.7890943605,1408281.6980947885,0.5666351019399527,1.4854214561623489,0.5520812656149867,1.5108683672754355,5.408163196833089,0,nan
ma6_a5_h30km,aft_body,windward,2.9695744182601636,0.7375,0.41241079999999997,2.6550000000000002,2018013.2424277894,nan,2374698.6547683813,0.8497976104781254,0.0,25676.563352336692,139577.00962210156,25676.563352336692,64316.83717,0.3992199318581121,4055.43682922823,1.4076424067938111,1335518.7890943605,1408281.6980947885,0.5666351019399527,1.4854214561623489,0.5520812656149867,1.5108683672754355,5.435969280888962,0,nan
ma6_a5_h30km,aft_body,windward,2.999547065009679,0.75,0.41241079999999997,2.7,2052216.856706226,nan,2374698.6547683813,0.864200959808263,0.0,25461.69293586185,139108.6198284111,25461.69293586185,64238.05308,0.39636464237408753,4055.43682922823,1.4069247935487597,1335518.7890943605,1408281.6980947885,0.5666351019399527,1.4854214561623489,0.5520812656149867,1.5108683672754355,5.4634473905103835,0,nan
ma6_a5_h30km,aft_body,windward,3.0295197117591957,0.7625000000000001,0.41241079999999997,2.745,2079835.349787348,nan,2375915.051247768,0.8753828756188371,0.0,25266.822420682536,138575.38940766198,25266.822420682536,64155.4163,0.39383771282117824,4049.8225229385534,1.4039997183968147,1335498.1638568693,1408267.5751414136,0.56645066245873,1.4857905521497252,0.551899300549182,1.5112481785258989,5.484480284083091,0,nan
ma6_a5_h30km,aft_body,windward,3.0594923585087113,0.775,0.41241079999999997,2.79,2113931.0112592718,nan,2375915.051247768,0.8897334145634083,0.0,25062.229398277435,138125.45981081104,25062.229398277435,64155.4163,0.39064869100190747,4049.8225229385534,1.4039997183968147,1335498.1638568693,1408267.5751414136,0.56645066245873,1.4857905521497252,0.551899300549182,1.5112481785258989,5.511299797627126,0,nan
ma6_a5_h30km,aft_body,windward,3.0894650052582278,0.7875000000000001,0.41241079999999997,2.8350000000000004,2143957.772607702,nan,2374507.7612175597,0.9029061970757087,0.0,24914.885133376854,137922.46382270957,24914.885133376854,64178.06038,0.38821499100868984,4056.3189246271013,1.4051606555665588,1335522.0277877583,1408283.9157621425,0.5666640613336035,1.4853635260141176,0.552109836628822,1.5108087552878964,5.535745522580949,0,nan
ma6_a5_h30km,aft_body,windward,3.1194376520077434,0.8,0.41241079999999997,2.8800000000000003,2184646.4796990585,nan,2374322.892809876,0.9201134716406049,0.0,24685.52547034223,137429.21775887904,24685.52547034223,64825.1437,0.38080170843249866,4057.1734430983156,1.4145295322228666,1335525.1647502743,1408286.0637701533,0.5666921104720293,1.4853074226082004,0.5521375096301041,1.5107510230606345,5.5671983942164704,0,nan
ma6_a5_h30km,aft_body,windward,3.1494102987572594,0.8125,0.41241079999999997,2.9250000000000003,2218781.5809443565,nan,2374322.892809876,0.9344902446349894,0.0,24494.90079927235,137003.73213512896,24494.90079927235,64608.43052,0.3791285533811223,4057.1734430983156,1.413132623311968,1335525.1647502743,1408286.0637701533,0.5666921104720293,1.4853074226082004,0.5521375096301041,1.5107510230606345,5.593153173300413,0,nan
ma6_a5_h30km,aft_body,windward,3.1793829455067755,0.8250000000000001,0.41241079999999997,2.97,2252916.682189654,nan,2374322.892809876,0.9488670176293738,0.0,24308.62508602175,136586.03005273023,24308.62508602175,64320.19913,0.3779314339013576,4057.1734430983156,1.4098152641724597,1335525.1647502743,1408286.0637701533,0.5666921104720293,1.4853074226082004,0.5521375096301041,1.5107510230606345,5.618829924332974,0,nan
ma6_a5_h30km,aft_body,windward,3.2093555922562915,0.8375,0.41241079999999997,3.015,2287051.7834349517,nan,2374322.892809876,0.9632437906237581,0.0,24126.535442841043,136175.8543851278,24126.535442841043,64337.05463,0.3750021753652207,4057.1734430983156,1.407456565635676,1335525.1647502743,1408286.0637701533,0.5666921104720293,1.4853074226082004,0.5521375096301041,1.5107510230606345,5.644235771345888,0,nan
ma6_a5_h30km,aft_body,windward,3.2393282390058076,0.8500000000000001,0.41241079999999997,3.0600000000000005,2321186.8846802497,nan,2374322.892809876,0.9776205636181426,0.0,23948.477397199076,135772.96017820193,23948.477397199076,64286.64898,0.37252645420434977,4057.1734430983156,1.409426389426877,1335525.1647502743,1408286.0637701533,0.5666921104720293,1.4853074226082004,0.5521375096301041,1.5107510230606345,5.669377552749196,0,nan
ma6_a5_h30km,aft_body,windward,3.2693008857553236,0.8625,0.41241079999999997,3.1050000000000004,2355714.1093022823,nan,2371443.476461569,0.9933671760194106,0.0,23828.66943223165,135747.5127449797,23828.66943223165,64133.06346,0.3715504631568656,4070.5166632824457,1.415316445307397,1335574.0869982524,1408319.5628572542,0.5671294710069452,1.484433368707387,0.5525690096527162,1.5098515911196206,5.696814634616651,0,nan
ma6_a5_h30km,aft_body,windward,3.2992735325048397,0.875,0.41241079999999997,3.15,2389854.893495069,nan,2371443.476461569,1.0077638017588224,1.0,23657.852395234568,135357.42723385294,135357.42723385294,63979.44822,2.1156391778874415,4070.5166632824457,1.4180138688610326,1335574.0869982524,1408319.5628572542,0.5671294710069452,1.484433368707387,0.5525690096527162,1.5098515911196206,5.721458777091625,1,nan
ma6_a5_h30km,aft_body,windward,3.3292461792543557,0.8875000000000001,0.41241079999999997,3.1950000000000003,2423995.6776878554,nan,2371443.476461569,1.022160427498234,1.0,23490.65699703878,134973.97226814824,134973.97226814824,63800.32603,2.1155686916816254,4070.5166632824457,1.419245375836626,1335574.0869982524,1408319.5628572542,0.5671294710069452,1.484433368707387,0.5525690096527162,1.5098515911196206,5.745857695047142,1,nan
ma6_a5_h30km,aft_body,windward,3.359218826003872,0.9,0.41241079999999997,3.24,2445439.1077880124,nan,2375204.855915635,1.0295697660340553,1.0,23315.241559517533,134250.64581887063,134250.64581887063,64694.76982,2.075139090723959,4053.099079370583,1.4206818788506947,1335510.203398842,1408275.819113877,0.5665583282164213,1.4855750635588723,0.5520055216961777,1.5110264341485595,5.758063688774782,1,nan
ma6_a5_h30km,aft_body,windward,3.389191472753388,0.9125000000000001,0.41241079999999997,3.2850000000000006,2479403.5398406237,nan,2375204.855915635,1.0438693461178616,1.0,23154.997450612038,133880.8037077062,133880.8037077062,64547.62337,2.0741399406803005,4053.099079370583,1.41871636360006,1335510.203398842,1408275.819113877,0.5665583282164213,1.4855750635588723,0.5520055216961777,1.5110264341485595,5.781939902747319,1,nan
ma6_a5_h30km,aft_body,windward,3.419164119502904,0.925,0.41241079999999997,3.33,2516998.4779347666,nan,2371865.20254063,1.0611895124725792,1.0,23044.587198122637,133907.1561197813,133907.1561197813,64498.47245,2.0761291086945937,4068.5584207400484,1.42331382568385,1335566.9143790915,1408314.651468184,0.5670653575490832,1.4845614100509328,0.5525057547729173,1.5099833503715994,5.8107856291168565,1,nan
ma6_a5_h30km,aft_body,windward,3.44913676625242,0.9375,0.41241079999999997,3.375,2551011.970879831,nan,2371865.20254063,1.0755299112897763,1.0,22890.441072132846,133548.15053348246,133548.15053348246,64428.34304,2.0728167795743215,4068.5584207400484,1.421998042614352,1335566.9143790915,1408314.651468184,0.5670653575490832,1.4845614100509328,0.5525057547729173,1.5099833503715994,5.834232294285754,1,nan
ma6_a5_h30km,aft_body,windward,3.479109413001936,0.9500000000000001,0.41241079999999997,3.4200000000000004,2585025.463824895,nan,2371865.20254063,1.089870310106973,1.0,22739.347400647956,133194.84359596926,133194.84359596926,64340.09,2.0701687485356217,4068.5584207400484,1.4208938786106844,1335566.9143790915,1408314.651468184,0.5670653575490832,1.4845614100509328,0.5525057547729173,1.5099833503715994,5.857461133302968,1,nan
ma6_a5_h30km,aft_body,windward,3.509082059751452,0.9625,0.41241079999999997,3.4650000000000003,2619038.9567699595,nan,2371865.20254063,1.1042107089241702,1.0,22591.206752679776,132847.07163243927,132847.07163243927,64256.17088,2.0674601336038916,4068.5584207400484,1.4199851966339374,1335566.9143790915,1408314.651468184,0.5670653575490832,1.4845614100509328,0.5525057547729173,1.5099833503715994,5.880476996505771,1,nan
ma6_a5_h30km,aft_body,windward,3.539054706500968,0.9750000000000001,0.41241079999999997,3.5100000000000002,2653052.4497150234,nan,2371865.20254063,1.118551107741367,1.0,22445.92417337522,132504.6777178871,132504.6777178871,64214.69875,2.0634633549205446,4068.5584207400484,1.4191953848801495,1335566.9143790915,1408314.651468184,0.5670653575490832,1.4845614100509328,0.5525057547729173,1.5099833503715994,5.903284564912713,1,nan
ma6_a5_h30km,aft_body,windward,3.569027353250484,0.9875,0.41241079999999997,3.555,2687065.942660088,nan,2371865.20254063,1.132891506558564,1.0,22303.408928227404,132167.51131640706,132167.51131640706,74019.43864,1.7855784067644083,4068.5584207400484,1.4596481753591755,1335566.9143790915,1408314.651468184,0.5670653575490832,1.4845614100509328,0.5525057547729173,1.5099833503715994,5.925888358220192,1,nan
ma6_a5_h30km,leading_edge_near,windward,1.2805175917836964,0.0,0.438186475,0.0,9616.075945292381,nan,2349013.553795091,0.004093665585605731,0.0,379946.47809815296,416841.91986104584,153108.80188872738,237374.9423,0.6450082742736379,4176.663418871034,0.6499428428596271,1335959.2455402291,1408583.2968449339,0.5705676701501133,1.4776107703858052,0.5559614301336926,1.502830764193368,1.0971069450296669,0,nan
ma6_a5_h30km,leading_edge_near,windward,1.3094986218864002,0.0125,0.438186475,0.045000000000000005,36179.35594507985,nan,2349013.553795091,0.015401935798381453,0.0,195880.3853823238,319800.24941126927,195880.3853823238,174180.4524,1.1245830555801437,4176.663418871034,0.7329592709937938,1335959.2455402291,1408583.2968449339,0.5705676701501133,1.4776107703858052,0.5559614301336926,1.502830764193368,1.6326302849929353,0,nan
ma6_a5_h30km,leading_edge_near,windward,1.338479651989104,0.025,0.438186475,0.09000000000000001,72358.71189015923,nan,2349013.553795091,0.03080387159676271,0.0,138508.3488052759,278402.28726722184,138508.3488052759,167578.0331,0.826530460126733,4176.663418871034,0.7557190080307159,1335959.2455402291,1408583.2968449339,0.5705676701501133,1.4776107703858052,0.5559614301336926,1.502830764193368,2.0100036544267668,0,nan
ma6_a5_h30km,leading_edge_near,windward,1.3674606820918078,0.037500000000000006,0.438186475,0.13500000000000004,121865.427811863,nan,2223707.316959309,0.05480281819574234,0.0,118868.99738590716,284434.8984422025,118868.99738590716,143472.1694,0.8285160660985109,4850.1140790881445,1.0289899754055847,1338252.7462141567,1410153.75163837,0.5908559978264372,1.4390298211780799,0.5759901885585028,1.463124166340894,2.3928434217274255,0,nan
ma6_a5_h30km,leading_edge_near,windward,1.3964417121945116,0.05,0.438186475,0.18000000000000002,158781.80175459976,nan,2236247.536433958,0.07100367878227017,0.0,102987.88097906124,266303.7299728499,102987.88097906124,155805.7004,0.6610020090064769,4775.932152884441,0.9471084308221892,1338011.7209361745,1409988.7116593325,0.588738667544228,1.4429272771448192,0.5738991026848467,1.4671357100629352,2.5857773501232915,0,nan
ma6_a5_h30km,leading_edge_near,windward,1.4254227422972154,0.0625,0.438186475,0.225,197591.43088371644,nan,2238776.078864936,0.08825868417528193,0.0,92115.76850092619,254246.32599104344,92115.76850092619,131050.5197,0.7029027333260258,4761.172681859305,1.09168249503611,1337963.4473248317,1409955.6567205694,0.5883141847860025,1.4437121401471775,0.5734799051098713,1.4679435373937815,2.760073873654836,0,nan
ma6_a5_h30km,leading_edge_near,windward,1.483384802502623,0.08750000000000001,0.438186475,0.31500000000000006,266129.0508538393,nan,2262281.784599688,0.11763744581488154,0.0,77755.47288435651,233864.24271341297,77755.47288435651,116975.7224,0.664714620171104,4627.0579237399625,1.1536002195575563,1337519.824359008,1409651.8897232125,0.584406797371504,1.450992400622728,0.5696215398373582,1.4754366456161925,3.007688514237867,0,nan
ma6_a5_h30km,leading_edge_near,windward,1.5123658326053269,0.1,0.438186475,0.36000000000000004,299783.3107677142,nan,2275274.03452487,0.13175701309768426,0.0,72440.07828797733,225378.11305005947,72440.07828797733,105120.2884,0.6891160535284199,4555.255389019232,1.2556511166715603,1337278.531593678,1409486.6665845222,0.5822765854163106,1.4550041275892966,0.5675183359750734,1.4795655340743856,3.1112350839005765,0,nan
ma6_a5_h30km,leading_edge_near,windward,1.5413468627080307,0.1125,0.438186475,0.405,325941.557347952,nan,2299473.2838291465,0.14174618145820989,0.0,68043.1918392321,216327.4786444165,68043.1918392321,113490.4931,0.5995497065932838,4425.73655354709,1.144820756249523,1336836.3227011946,1409183.867861681,0.5783635706883293,1.4624532747453047,0.5636554519249349,1.4872319970077736,3.1792670625378743,0,nan
ma6_a5_h30km,leading_edge_near,windward,1.5703278928107345,0.125,0.438186475,0.45,362157.28594216885,nan,2299473.2838291465,0.15749575717578876,0.0,64551.439643926504,211816.6964483596,64551.439643926504,96920.87599,0.6660220410160833,4425.73655354709,1.3188664662877416,1336836.3227011946,1409183.867861681,0.5783635706883293,1.4624532747453047,0.5636554519249349,1.4872319970077736,3.281362857540683,0,nan
ma6_a5_h30km,leading_edge_near,windward,1.5993089229134383,0.1375,0.438186475,0.49500000000000005,395533.72622408025,nan,2310922.335558949,0.17115838128260222,0.0,61168.93193949166,205761.45282037323,61168.93193949166,103391.2578,0.591625764509189,4366.305146646232,1.2313412098636431,1336630.3108110959,1409042.8029978299,0.5765366040670425,1.4659672121867886,0.5618521212476941,1.4908483427829984,3.363822880280345,0,nan
