point_id,side,side_id,mach,alpha_deg,altitude_km,Tw_K,x_m,span_m,xc,yb,valid_mask,q_low_W_m2,T_e_K,p_e_Pa,rho_e_kg_m3,ma_e,v_e_m_s,mu_e_Pa_s,w_tr,re_edge,re_tri
1528,leeward,-1,8.3,2.2,56.7,300.0,3.3191058654410845,0.46396214999999996,0.875,0.45,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,232753.30957992244,3315300.624097883
1529,leeward,-1,8.3,2.2,56.7,300.0,3.347095278896976,0.46396214999999996,0.8875000000000001,0.45,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,234746.16647874197,3327871.3491519955
1530,leeward,-1,8.3,2.2,56.7,300.0,3.3750846923528677,0.46396214999999996,0.9,0.45,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,238052.45051365375,3327871.3491519955
1531,leeward,-1,8.3,2.2,56.7,300.0,3.4030741058087592,0.46396214999999996,0.9125000000000001,0.45,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,243065.34731430592,3309403.8958373065
1532,leeward,-1,8.3,2.2,56.7,300.0,3.431063519264651,0.46396214999999996,0.925,0.45,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,246395.00960628272,3309403.8958373065
1533,leeward,-1,8.3,2.2,56.7,300.0,3.4590529327205424,0.46396214999999996,0.9375,0.45,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,249724.67189825946,3309403.8958373065
1534,leeward,-1,8.3,2.2,56.7,300.0,3.487042346176434,0.46396214999999996,0.9500000000000001,0.45,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,253054.33419023632,3309403.8958373065
1535,leeward,-1,8.3,2.2,56.7,300.0,3.5150317596323255,0.46396214999999996,0.9625,0.45,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,256383.9964822131,3309403.8958373065
1536,leeward,-1,8.3,2.2,56.7,300.0,3.543021173088217,0.46396214999999996,0.9750000000000001,0.45,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,259713.65877418983,3309403.8958373065
1537,leeward,-1,8.3,2.2,56.7,300.0,3.5710105865441086,0.46396214999999996,0.9875,0.45,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,263043.3210661666,3309403.8958373065
1538,leeward,-1,8.3,2.2,56.7,300.0,3.599,0.46396214999999996,1.0,0.45,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,266372.98335814336,3309403.8958373065
1539,leeward,-1,8.3,2.2,56.7,300.0,1.4391762552736536,0.489737825,0.0,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,846.0621805555178,3220845.552290357
1540,leeward,-1,8.3,2.2,56.7,300.0,1.4661740520827329,0.489737825,0.0125,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,3412.675643405369,3220845.552290357
1541,leeward,-1,8.3,2.2,56.7,300.0,1.4931718488918122,0.489737825,0.025,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,6825.351286810753,3220845.552290357
1542,leeward,-1,8.3,2.2,56.7,300.0,1.5201696457008915,0.489737825,0.037500000000000006,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,14928.098531697968,2550813.218658955
1543,leeward,-1,8.3,2.2,56.7,300.0,1.5471674425099708,0.489737825,0.05,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,18442.308157091767,2649229.0824728366
1544,leeward,-1,8.3,2.2,56.7,300.0,1.5741652393190502,0.489737825,0.0625,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,22163.782989449464,2704807.057798189
1545,leeward,-1,8.3,2.2,56.7,300.0,1.6011630361281295,0.489737825,0.07500000000000001,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,26596.539587339386,2704807.057798189
1546,leeward,-1,8.3,2.2,56.7,300.0,1.6281608329372088,0.489737825,0.08750000000000001,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,28659.03467089265,2833449.3874323126
1547,leeward,-1,8.3,2.2,56.7,300.0,1.6551586297462881,0.489737825,0.1,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,32753.18248102016,2833449.3874323126
1548,leeward,-1,8.3,2.2,56.7,300.0,1.6821564265553675,0.489737825,0.1125,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,35152.78288394682,2916489.2572701625
1549,leeward,-1,8.3,2.2,56.7,300.0,1.7091542233644468,0.489737825,0.125,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,37729.920448164885,2980687.082429449
1550,leeward,-1,8.3,2.2,56.7,300.0,1.7361520201735263,0.489737825,0.1375,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,39751.33806844148,3070005.723402809
1551,leeward,-1,8.3,2.2,56.7,300.0,1.7631498169826056,0.489737825,0.15000000000000002,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,43365.09607466344,3070005.723402809
1552,leeward,-1,8.3,2.2,56.7,300.0,1.790147613791685,0.489737825,0.1625,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,44590.33616434487,3177485.574110467
1553,leeward,-1,8.3,2.2,56.7,300.0,1.8171454106007643,0.489737825,0.17500000000000002,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,48020.36202314064,3177485.574110467
1554,leeward,-1,8.3,2.2,56.7,300.0,1.8441432074098436,0.489737825,0.1875,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,49650.87245743369,3265475.5305457376
1555,leeward,-1,8.3,2.2,56.7,300.0,1.871141004218923,0.489737825,0.2,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,52189.485320746746,3298478.0585343414
1556,leeward,-1,8.3,2.2,56.7,300.0,1.8981388010280023,0.489737825,0.21250000000000002,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,52311.586482980965,3444072.1746038483
1557,leeward,-1,8.3,2.2,56.7,300.0,1.9251365978370816,0.489737825,0.225,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,55388.73862903867,3444072.1746038483
1558,leeward,-1,8.3,2.2,56.7,300.0,1.952134394646161,0.489737825,0.23750000000000002,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,60032.853922978335,3380645.8827662766
1559,leeward,-1,8.3,2.2,56.7,300.0,1.9791321914552402,0.489737825,0.25,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,59165.99281316469,3547640.519034008
1560,leeward,-1,8.3,2.2,56.7,300.0,2.0061299882643198,0.489737825,0.2625,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,63046.573809991714,3510444.4133339534
1561,leeward,-1,8.3,2.2,56.7,300.0,2.033127785073399,0.489737825,0.275,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,63037.50548163302,3637064.062814327
1562,leeward,-1,8.3,2.2,56.7,300.0,2.0601255818824784,0.489737825,0.28750000000000003,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,66971.81433276656,3598196.1798836547
1563,leeward,-1,8.3,2.2,56.7,300.0,2.0871233786915577,0.489737825,0.30000000000000004,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,67178.57032221166,3703319.8984072157
1564,leeward,-1,8.3,2.2,56.7,300.0,2.114121175500637,0.489737825,0.3125,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,67717.70125033366,3796083.8209729185
1565,leeward,-1,8.3,2.2,56.7,300.0,2.1411189723097164,0.489737825,0.325,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,70426.40930034702,3796083.8209729185
1566,leeward,-1,8.3,2.2,56.7,300.0,2.1681167691187957,0.489737825,0.3375,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,73135.11735036032,3796083.8209729185
1567,leeward,-1,8.3,2.2,56.7,300.0,2.195114565927875,0.489737825,0.35000000000000003,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,73304.85548607596,3896080.261718421
1568,leeward,-1,8.3,2.2,56.7,300.0,2.2221123627369543,0.489737825,0.36250000000000004,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,75922.88603915008,3896080.261718421
1569,leeward,-1,8.3,2.2,56.7,300.0,2.2491101595460337,0.489737825,0.375,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,78518.46822001402,3896994.237408415
1570,leeward,-1,8.3,2.2,56.7,300.0,2.276107956355113,0.489737825,0.3875,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,80264.61354208381,3929694.171783145
1571,leeward,-1,8.3,2.2,56.7,300.0,2.3031057531641923,0.489737825,0.4,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,81589.46242323356,3975418.546082329
1572,leeward,-1,8.3,2.2,56.7,300.0,2.3301035499732716,0.489737825,0.41250000000000003,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,83194.29101227593,4010584.295067503
1573,leeward,-1,8.3,2.2,56.7,300.0,2.357101346782351,0.489737825,0.42500000000000004,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,85880.68237481623,3992092.5788807007
1574,leeward,-1,8.3,2.2,56.7,300.0,2.3840991435914303,0.489737825,0.4375,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,88406.58479760491,3992092.5788807007
1575,leeward,-1,8.3,2.2,56.7,300.0,2.4110969404005096,0.489737825,0.45,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,90075.87032332795,4019719.288584415
1576,leeward,-1,8.3,2.2,56.7,300.0,2.438094737209589,0.489737825,0.4625,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,92041.13798827858,4037363.295519476
1577,leeward,-1,8.3,2.2,56.7,300.0,2.4650925340186682,0.489737825,0.47500000000000003,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,93158.672825153,4081162.253096133
1578,leeward,-1,8.3,2.2,56.7,300.0,2.4920903308277476,0.489737825,0.48750000000000004,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,97471.99412707402,4003194.9584302753
1579,leeward,-1,8.3,2.2,56.7,300.0,2.519088127636827,0.489737825,0.5,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,99971.27602776828,4003194.9584302753
1580,leeward,-1,8.3,2.2,56.7,300.0,2.546085924445906,0.489737825,0.5125000000000001,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,126943.35179129669,3427854.2926481827
1581,leeward,-1,8.3,2.2,56.7,300.0,2.5730837212549855,0.489737825,0.525,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,130746.28530787934,3411652.2171563744
1582,leeward,-1,8.3,2.2,56.7,300.0,2.600081518064065,0.489737825,0.5375,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,133996.3367976565,3406353.9713410656
1583,leeward,-1,8.3,2.2,56.7,300.0,2.6270793148731446,0.489737825,0.55,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,137112.5306766718,3406353.9713410656
1584,leeward,-1,8.3,2.2,56.7,300.0,2.6540771116822235,0.489737825,0.5625,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,140351.31040925073,3401902.2353933826
1585,leeward,-1,8.3,2.2,56.7,300.0,2.6810749084913033,0.489737825,0.5750000000000001,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,143470.2284183453,3401902.2353933826
1586,leeward,-1,8.3,2.2,56.7,300.0,2.708072705300382,0.489737825,0.5875,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,147241.5685107164,3389249.1273459084
1587,leeward,-1,8.3,2.2,56.7,300.0,2.735070502109462,0.489737825,0.6000000000000001,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,150374.36784073172,3389249.1273459084
1588,leeward,-1,8.3,2.2,56.7,300.0,2.7620682989185408,0.489737825,0.6125,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,153507.16717074695,3389249.1273459084
1589,leeward,-1,8.3,2.2,56.7,300.0,2.78906609572762,0.489737825,0.625,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,156890.5284088201,3380960.186028073
1590,leeward,-1,8.3,2.2,56.7,300.0,2.8160638925366994,0.489737825,0.6375000000000001,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,160028.33897699654,3380960.186028073
1591,leeward,-1,8.3,2.2,56.7,300.0,2.843061689345779,0.489737825,0.65,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,163166.14954517296,3380960.186028073
1592,leeward,-1,8.3,2.2,56.7,300.0,2.8700594861548585,0.489737825,0.6625000000000001,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,167042.38264710255,3368610.0605260497
1593,leeward,-1,8.3,2.2,56.7,300.0,2.897057282963938,0.489737825,0.675,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,170194.1257159158,3368610.0605260497
1594,leeward,-1,8.3,2.2,56.7,300.0,2.9240550797730167,0.489737825,0.6875,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,172711.3656755933,3377098.2836469975
1595,leeward,-1,8.3,2.2,56.7,300.0,2.9510528765820965,0.489737825,0.7000000000000001,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,176608.55949655405,3365262.608221416
1596,leeward,-1,8.3,2.2,56.7,300.0,2.9780506733911754,0.489737825,0.7125,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,179868.69792787693,3362156.4963748544
1597,leeward,-1,8.3,2.2,56.7,300.0,3.005048470200255,0.489737825,0.7250000000000001,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,183024.28911959406,3362156.4963748544
1598,leeward,-1,8.3,2.2,56.7,300.0,3.032046267009334,0.489737825,0.7375,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,186990.5599385165,3350375.681599878
1599,leeward,-1,8.3,2.2,56.7,300.0,3.0590440638184138,0.489737825,0.75,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,190159.89146289811,3350375.681599878
1600,leeward,-1,8.3,2.2,56.7,300.0,3.086041860627493,0.489737825,0.7625000000000001,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,192552.12751982445,3359563.368933877
1601,leeward,-1,8.3,2.2,56.7,300.0,3.1130396574365724,0.489737825,0.775,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,195708.71977424782,3359563.368933877
1602,leeward,-1,8.3,2.2,56.7,300.0,3.1400374542456517,0.489737825,0.7875000000000001,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,199760.65594186937,3346794.2495750994
1603,leeward,-1,8.3,2.2,56.7,300.0,3.167035251054731,0.489737825,0.8,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,202931.4600044388,3346794.2495750994
1604,leeward,-1,8.3,2.2,56.7,300.0,3.19403304786381,0.489737825,0.8125,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,206133.65836069526,3346129.0107308407
1605,leeward,-1,8.3,2.2,56.7,300.0,3.2210308446728897,0.489737825,0.8250000000000001,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,209304.94541239837,3346129.0107308407
1606,leeward,-1,8.3,2.2,56.7,300.0,3.248028641481969,0.489737825,0.8375,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,213508.45745362455,3332292.3033924648
1607,leeward,-1,8.3,2.2,56.7,300.0,3.2750264382910483,0.489737825,0.8500000000000001,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,216695.15084845477,3332292.3033924648
1608,leeward,-1,8.3,2.2,56.7,300.0,3.3020242351001277,0.489737825,0.8625,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,219881.84424328496,3332292.3033924648
1609,leeward,-1,8.3,2.2,56.7,300.0,3.329022031909207,0.489737825,0.875,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,223068.53763811517,3332292.3033924648
1610,leeward,-1,8.3,2.2,56.7,300.0,3.3560198287182863,0.489737825,0.8875000000000001,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,225388.20235826244,3340911.909666648
1611,leeward,-1,8.3,2.2,56.7,300.0,3.3830176255273656,0.489737825,0.9,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,229625.51566302447,3327702.958968625
1612,leeward,-1,8.3,2.2,56.7,300.0,3.4100154223364454,0.489737825,0.9125000000000001,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,232807.81084274885,3327871.3491519955
1613,leeward,-1,8.3,2.2,56.7,300.0,3.4370132191455243,0.489737825,0.925,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,235996.95893648505,3327871.3491519955
1614,leeward,-1,8.3,2.2,56.7,300.0,3.4640110159546036,0.489737825,0.9375,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,239186.10703022135,3327871.3491519955
1615,leeward,-1,8.3,2.2,56.7,300.0,3.491008812763683,0.489737825,0.9500000000000001,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,242375.25512395764,3327871.3491519955
1616,leeward,-1,8.3,2.2,56.7,300.0,3.5180066095727622,0.489737825,0.9625,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,247300.75365939867,3309403.8958373065
1617,leeward,-1,8.3,2.2,56.7,300.0,3.5450044063818416,0.489737825,0.9750000000000001,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,250512.45175887138,3309403.8958373065
1618,leeward,-1,8.3,2.2,56.7,300.0,3.572002203190921,0.489737825,0.9875,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,253724.14985834414,3309403.8958373065
1619,leeward,-1,8.3,2.2,56.7,300.0,3.599,0.489737825,1.0,0.47500000000000003,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,256935.8479578168,3309403.8958373065
1620,leeward,-1,8.3,2.2,56.7,300.0,1.5185055870186321,0.5155135,0.0,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,814.9867061969967,3220845.552290357
1621,leeward,-1,8.3,2.2,56.7,300.0,1.5445117671808992,0.5155135,0.0125,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,3287.3296382441586,3220845.552290357
1622,leeward,-1,8.3,2.2,56.7,300.0,1.5705179473431663,0.5155135,0.025,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,6574.659276488389,3220845.552290357
1623,leeward,-1,8.3,2.2,56.7,300.0,1.5965241275054334,0.5155135,0.037500000000000006,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,14348.527405322773,2552017.951295648
1624,leeward,-1,8.3,2.2,56.7,300.0,1.6225303076677005,0.5155135,0.05,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,17436.804543114515,2674146.6140176654
1625,leeward,-1,8.3,2.2,56.7,300.0,1.6485364878299675,0.5155135,0.0625,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,20952.706866520486,2733174.0396996243
1626,leeward,-1,8.3,2.2,56.7,300.0,1.6745426679922348,0.5155135,0.07500000000000001,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,24627.205406535777,2765500.076727502
1627,leeward,-1,8.3,2.2,56.7,300.0,1.700548848154502,0.5155135,0.08750000000000001,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,27792.106661790454,2821455.1182653722
1628,leeward,-1,8.3,2.2,56.7,300.0,1.726555028316769,0.5155135,0.1,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,30331.34705472396,2902085.0601424607
1629,leeward,-1,8.3,2.2,56.7,300.0,1.752561208479036,0.5155135,0.1125,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,34122.76543656442,2902085.0601424607
1630,leeward,-1,8.3,2.2,56.7,300.0,1.7785673886413031,0.5155135,0.125,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,36256.22435651569,2987908.5100687896
1631,leeward,-1,8.3,2.2,56.7,300.0,1.8045735688035702,0.5155135,0.1375,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,38462.60061102378,3058594.2729483834
1632,leeward,-1,8.3,2.2,56.7,300.0,1.8305797489658375,0.5155135,0.15000000000000002,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,40324.63607218854,3147749.137021152
1633,leeward,-1,8.3,2.2,56.7,300.0,1.8565859291281044,0.5155135,0.1625,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,43685.02241153756,3147749.137021152
1634,leeward,-1,8.3,2.2,56.7,300.0,1.8825921092903717,0.5155135,0.17500000000000002,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,44536.75605804849,3266320.0091860723
1635,leeward,-1,8.3,2.2,56.7,300.0,1.9085982894526388,0.5155135,0.1875,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,47717.952919337644,3266320.0091860723
1636,leeward,-1,8.3,2.2,56.7,300.0,1.9346044696149058,0.5155135,0.2,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,50272.58955334064,3298478.0585343414
1637,leeward,-1,8.3,2.2,56.7,300.0,1.960610649777173,0.5155135,0.21250000000000002,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,51740.73011817216,3380645.8827662766
1638,leeward,-1,8.3,2.2,56.7,300.0,1.98661682993944,0.5155135,0.225,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,51293.56782383791,3547640.519034008
1639,leeward,-1,8.3,2.2,56.7,300.0,2.012623010101707,0.5155135,0.23750000000000002,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,54947.006735244235,3510444.4133339534
1640,leeward,-1,8.3,2.2,56.7,300.0,2.038629190263974,0.5155135,0.25,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,56536.87793032812,3572841.877858265
1641,leeward,-1,8.3,2.2,56.7,300.0,2.0646353704262412,0.5155135,0.2625,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,58902.233867803974,3598196.1798836547
1642,leeward,-1,8.3,2.2,56.7,300.0,2.0906415505885083,0.5155135,0.275,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,61119.429430988595,3629809.035853404
1643,leeward,-1,8.3,2.2,56.7,300.0,2.1166477307507754,0.5155135,0.28750000000000003,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,61365.797213400336,3739338.8996293037
1644,leeward,-1,8.3,2.2,56.7,300.0,2.142653910913043,0.5155135,0.30000000000000004,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,63257.77369514823,3777835.704600642
1645,leeward,-1,8.3,2.2,56.7,300.0,2.1686600910753095,0.5155135,0.3125,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,65893.51426577936,3777835.704600642
1646,leeward,-1,8.3,2.2,56.7,300.0,2.1946662712375766,0.5155135,0.325,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,66866.45509516346,3847703.4426542083
1647,leeward,-1,8.3,2.2,56.7,300.0,2.220672451399844,0.5155135,0.3375,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,68854.70030662892,3874848.3435064824
1648,leeward,-1,8.3,2.2,56.7,300.0,2.2466786315621112,0.5155135,0.35000000000000003,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,71404.8743920596,3874848.3435064824
1649,leeward,-1,8.3,2.2,56.7,300.0,2.2726848117243783,0.5155135,0.36250000000000004,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,71050.97331713546,3992739.9226039345
1650,leeward,-1,8.3,2.2,56.7,300.0,2.2986909918866454,0.5155135,0.375,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,73364.48282891462,3998374.9683482586
1651,leeward,-1,8.3,2.2,56.7,300.0,2.3246971720489125,0.5155135,0.3875,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,74827.93021086282,4041262.0542203463
1652,leeward,-1,8.3,2.2,56.7,300.0,2.3507033522111795,0.5155135,0.4,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,78046.37542536309,3998635.393241512
1653,leeward,-1,8.3,2.2,56.7,300.0,2.3767095323734466,0.5155135,0.41250000000000003,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,79576.98973956813,4034310.378667256
1654,leeward,-1,8.3,2.2,56.7,300.0,2.4027157125357137,0.5155135,0.42500000000000004,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,80692.75630880156,4083474.1666786945
1655,leeward,-1,8.3,2.2,56.7,300.0,2.4287218926979808,0.5155135,0.4375,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,82102.114113286,4121258.098382744
1656,leeward,-1,8.3,2.2,56.7,300.0,2.454728072860248,0.5155135,0.45,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,83798.65895874613,4146958.06494529
1657,leeward,-1,8.3,2.2,56.7,300.0,2.480734253022515,0.5155135,0.4625,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,86689.89897125716,4100236.052015642
1658,leeward,-1,8.3,2.2,56.7,300.0,2.506740433184782,0.5155135,0.47500000000000003,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,89032.86921372355,4100236.052015642
1659,leeward,-1,8.3,2.2,56.7,300.0,2.532746613347049,0.5155135,0.48750000000000004,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,115549.65239306918,3451658.396737877
1660,leeward,-1,8.3,2.2,56.7,300.0,2.558752793509316,0.5155135,0.5,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,118512.46399289144,3451658.396737877
1661,leeward,-1,8.3,2.2,56.7,300.0,2.5847589736715832,0.5155135,0.5125000000000001,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,121475.27559271378,3451658.396737877
1662,leeward,-1,8.3,2.2,56.7,300.0,2.6107651538338503,0.5155135,0.525,0.5,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,125257.80447745572,3430522.0033873282
