point_id,side,side_id,mach,alpha_deg,altitude_km,Tw_K,x_m,span_m,xc,yb,valid_mask,q_low_W_m2,T_e_K,p_e_Pa,rho_e_kg_m3,ma_e,v_e_m_s,mu_e_Pa_s,w_tr,re_edge,re_tri
905,leeward,-1,8.3,2.2,56.7,300.0,1.2935718210839053,0.283532425,0.17500000000000002,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,64723.04433251688,3096754.545556675
906,leeward,-1,8.3,2.2,56.7,300.0,1.3285025510674826,0.283532425,0.1875,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,67617.15795011976,3149191.397516104
907,leeward,-1,8.3,2.2,56.7,300.0,1.3634332810510599,0.283532425,0.2,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,70121.23556792687,3221311.4906853046
908,leeward,-1,8.3,2.2,56.7,300.0,1.3983640110346371,0.283532425,0.21250000000000002,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,72733.00996943282,3275106.0366343083
909,leeward,-1,8.3,2.2,56.7,300.0,1.433294741018214,0.283532425,0.225,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,77011.42232057586,3275106.0366343083
910,leeward,-1,8.3,2.2,56.7,300.0,1.4682254710017912,0.283532425,0.23750000000000002,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,77730.01613927766,3395578.4107376835
911,leeward,-1,8.3,2.2,56.7,300.0,1.5031562009853685,0.283532425,0.25,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,81821.06962029226,3395578.4107376835
912,leeward,-1,8.3,2.2,56.7,300.0,1.5380869309689458,0.283532425,0.2625,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,85912.1231013069,3395578.4107376835
913,leeward,-1,8.3,2.2,56.7,300.0,1.573017660952523,0.283532425,0.275,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,86814.71569401395,3498574.1211955487
914,leeward,-1,8.3,2.2,56.7,300.0,1.6079483909361003,0.283532425,0.28750000000000003,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,90760.83913465096,3498574.1211955487
915,leeward,-1,8.3,2.2,56.7,300.0,1.6428791209196776,0.283532425,0.30000000000000004,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,93255.84829145603,3538226.9746863423
916,leeward,-1,8.3,2.2,56.7,300.0,1.6778098509032544,0.283532425,0.3125,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,96108.65572384026,3577100.046171041
917,leeward,-1,8.3,2.2,56.7,300.0,1.7127405808868317,0.283532425,0.325,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,99953.00195279387,3577100.046171041
918,leeward,-1,8.3,2.2,56.7,300.0,1.747671310870409,0.283532425,0.3375,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,102725.2443980221,3604724.0423148014
919,leeward,-1,8.3,2.2,56.7,300.0,1.7826020408539862,0.283532425,0.35000000000000003,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,105841.77528182641,3629625.245816816
920,leeward,-1,8.3,2.2,56.7,300.0,1.8175327708375635,0.283532425,0.36250000000000004,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,109122.04497445103,3642050.5786011647
921,leeward,-1,8.3,2.2,56.7,300.0,1.8524635008211403,0.283532425,0.375,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,112884.87411150102,3642050.5786011647
922,leeward,-1,8.3,2.2,56.7,300.0,1.8873942308047176,0.283532425,0.3875,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,116577.27793625415,3646788.217634457
923,leeward,-1,8.3,2.2,56.7,300.0,1.9223249607882948,0.283532425,0.4,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,119021.7323579526,3665572.2759167394
924,leeward,-1,8.3,2.2,56.7,300.0,1.9572556907718721,0.283532425,0.41250000000000003,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,122741.16149413865,3665572.2759167394
925,leeward,-1,8.3,2.2,56.7,300.0,1.9921864207554494,0.283532425,0.42500000000000004,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,126919.92907322885,3660163.5425215606
926,leeward,-1,8.3,2.2,56.7,300.0,2.0271171507390267,0.283532425,0.4375,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,130334.71373958777,3659113.8880593013
927,leeward,-1,8.3,2.2,56.7,300.0,2.0620478807226035,0.283532425,0.45,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,139016.3237537303,3561918.75492949
928,leeward,-1,8.3,2.2,56.7,300.0,2.0969786107061807,0.283532425,0.4625,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,142810.09037932853,3557081.125019888
929,leeward,-1,8.3,2.2,56.7,300.0,2.131909340689758,0.283532425,0.47500000000000003,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,146290.93705939405,3557792.206405285
930,leeward,-1,8.3,2.2,56.7,300.0,2.1668400706733353,0.283532425,0.48750000000000004,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,151271.1855326966,3531022.2641538307
931,leeward,-1,8.3,2.2,56.7,300.0,2.2017708006569126,0.283532425,0.5,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,155479.83084866984,3514330.8050339064
932,leeward,-1,8.3,2.2,56.7,300.0,2.23670153064049,0.283532425,0.5125000000000001,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,159366.82661988662,3514330.8050339064
933,leeward,-1,8.3,2.2,56.7,300.0,2.271632260624067,0.283532425,0.525,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,163065.59709577673,3511806.6591980048
934,leeward,-1,8.3,2.2,56.7,300.0,2.306562990607644,0.283532425,0.5375,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,167248.26468183333,3501905.2989802184
935,leeward,-1,8.3,2.2,56.7,300.0,2.341493720591221,0.283532425,0.55,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,180222.06907576992,3376419.7169752275
936,leeward,-1,8.3,2.2,56.7,300.0,2.3764244505747985,0.283532425,0.5625,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,186330.39370671607,3342835.9836497884
937,leeward,-1,8.3,2.2,56.7,300.0,2.4113551805583757,0.283532425,0.5750000000000001,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,196023.0967881563,3277317.426297193
938,leeward,-1,8.3,2.2,56.7,300.0,2.446285910541953,0.283532425,0.5875,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,201100.03111415086,3264848.530760161
939,leeward,-1,8.3,2.2,56.7,300.0,2.4812166405255303,0.283532425,0.6000000000000001,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,207497.36910131274,3235901.7735589086
940,leeward,-1,8.3,2.2,56.7,300.0,2.5161473705091075,0.283532425,0.6125,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,211820.23095759016,3235901.7735589086
941,leeward,-1,8.3,2.2,56.7,300.0,2.5510781004926844,0.283532425,0.625,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,212506.280016415,3273149.673999676
942,leeward,-1,8.3,2.2,56.7,300.0,2.5860088304762616,0.283532425,0.6375000000000001,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,216756.40561674326,3273149.673999676
943,leeward,-1,8.3,2.2,56.7,300.0,2.620939560459839,0.283532425,0.65,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,221748.81784286982,3264373.7686882885
944,leeward,-1,8.3,2.2,56.7,300.0,2.655870290443416,0.283532425,0.6625000000000001,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,225004.42447370023,3274235.064521123
945,leeward,-1,8.3,2.2,56.7,300.0,2.6908010204269934,0.283532425,0.675,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,229249.79097320407,3274235.064521123
946,leeward,-1,8.3,2.2,56.7,300.0,2.7257317504105703,0.283532425,0.6875,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,234603.18474519884,3262117.5487499675
947,leeward,-1,8.3,2.2,56.7,300.0,2.760662480394148,0.283532425,0.7000000000000001,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,238868.6971951116,3262117.5487499675
948,leeward,-1,8.3,2.2,56.7,300.0,2.795593210377725,0.283532425,0.7125,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,243045.28890238912,3261280.4047232145
949,leeward,-1,8.3,2.2,56.7,300.0,2.830523940361302,0.283532425,0.7250000000000001,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,247442.1144030747,3262562.1742486493
950,leeward,-1,8.3,2.2,56.7,300.0,2.8654546703448793,0.283532425,0.7375,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,251708.3577548519,3262562.1742486493
951,leeward,-1,8.3,2.2,56.7,300.0,2.900385400328456,0.283532425,0.75,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,255974.601106629,3262562.1742486493
952,leeward,-1,8.3,2.2,56.7,300.0,2.935316130312034,0.283532425,0.7625000000000001,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,260241.55263561616,3262556.2014634893
953,leeward,-1,8.3,2.2,56.7,300.0,2.9702468602956107,0.283532425,0.775,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,264507.80759685574,3262556.2014634893
954,leeward,-1,8.3,2.2,56.7,300.0,3.005177590279188,0.283532425,0.7875000000000001,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,269607.8839463544,3254258.91694119
955,leeward,-1,8.3,2.2,56.7,300.0,3.0401083202627652,0.283532425,0.8,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,273887.374167725,3254258.91694119
956,leeward,-1,8.3,2.2,56.7,300.0,3.075039050246342,0.283532425,0.8125,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,277215.2426557851,3261746.5798726273
957,leeward,-1,8.3,2.2,56.7,300.0,3.1099697802299198,0.283532425,0.8250000000000001,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,282230.56212849123,3253312.78893281
958,leeward,-1,8.3,2.2,56.7,300.0,3.1449005102134966,0.283532425,0.8375,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,286506.78276680165,3253312.78893281
959,leeward,-1,8.3,2.2,56.7,300.0,3.1798312401970743,0.283532425,0.8500000000000001,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,291216.7437420525,3255316.996264304
960,leeward,-1,8.3,2.2,56.7,300.0,3.214761970180651,0.283532425,0.8625,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,295499.3429147297,3255316.996264304
961,leeward,-1,8.3,2.2,56.7,300.0,3.2496927001642284,0.283532425,0.875,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,299781.9420874069,3255316.996264304
962,leeward,-1,8.3,2.2,56.7,300.0,3.2846234301478057,0.283532425,0.8875000000000001,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,304805.8444554289,3247361.218036428
963,leeward,-1,8.3,2.2,56.7,300.0,3.3195541601313825,0.283532425,0.9,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,309098.8845181813,3247361.218036428
964,leeward,-1,8.3,2.2,56.7,300.0,3.35448489011496,0.283532425,0.9125000000000001,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,312401.59858071164,3254254.756480883
965,leeward,-1,8.3,2.2,56.7,300.0,3.389415620098537,0.283532425,0.925,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,316681.07253387204,3254254.756480883
966,leeward,-1,8.3,2.2,56.7,300.0,3.4243463500821143,0.283532425,0.9375,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,321715.99548895174,3246859.3506165096
967,leeward,-1,8.3,2.2,56.7,300.0,3.4592770800656916,0.283532425,0.9500000000000001,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,326005.5420954712,3246859.3506165096
968,leeward,-1,8.3,2.2,56.7,300.0,3.494207810049269,0.283532425,0.9625,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,330295.0887019906,3246859.3506165096
969,leeward,-1,8.3,2.2,56.7,300.0,3.529138540032846,0.283532425,0.9750000000000001,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,335321.9736676662,3248522.153469248
970,leeward,-1,8.3,2.2,56.7,300.0,3.564069270016423,0.283532425,0.9875,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,339620.9733300722,3248522.153469248
971,leeward,-1,8.3,2.2,56.7,300.0,3.599,0.283532425,1.0,0.275,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,345623.893799732,3234752.5706476416
972,leeward,-1,8.3,2.2,56.7,300.0,0.8838709330588034,0.30930810000000003,0.0,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,1063.5905010651657,3220845.552290357
973,leeward,-1,8.3,2.2,56.7,300.0,0.9178100463955683,0.30930810000000003,0.0125,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,4290.097679533646,3220845.552290357
974,leeward,-1,8.3,2.2,56.7,300.0,0.9517491597323333,0.30930810000000003,0.025,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,8580.195359067327,3220845.552290357
975,leeward,-1,8.3,2.2,56.7,300.0,0.9856882730690982,0.30930810000000003,0.037500000000000006,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,12870.293038600983,3220845.552290357
976,leeward,-1,8.3,2.2,56.7,300.0,1.0196273864058631,0.30930810000000003,0.05,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,21206.995209144563,2782777.573119143
977,leeward,-1,8.3,2.2,56.7,300.0,1.0535664997426282,0.30930810000000003,0.0625,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,32342.37936247555,2523305.3910793876
978,leeward,-1,8.3,2.2,56.7,300.0,1.0875056130793932,0.30930810000000003,0.07500000000000001,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,36102.07441279934,2611749.1898853867
979,leeward,-1,8.3,2.2,56.7,300.0,1.1214447264161582,0.30930810000000003,0.08750000000000001,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,40159.329505462825,2669583.9444148615
980,leeward,-1,8.3,2.2,56.7,300.0,1.155383839752923,0.30930810000000003,0.1,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,43168.99184561118,2759838.515251069
981,leeward,-1,8.3,2.2,56.7,300.0,1.189322953089688,0.30930810000000003,0.1125,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,46744.46405838197,2818455.319455483
982,leeward,-1,8.3,2.2,56.7,300.0,1.2232620664264529,0.30930810000000003,0.125,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,50678.163464706726,2860366.3501987653
983,leeward,-1,8.3,2.2,56.7,300.0,1.2572011797632179,0.30930810000000003,0.1375,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,53424.53616398874,2936271.401663009
984,leeward,-1,8.3,2.2,56.7,300.0,1.291140293099983,0.30930810000000003,0.15000000000000002,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,58281.31217889681,2936271.401663009
985,leeward,-1,8.3,2.2,56.7,300.0,1.325079406436748,0.30930810000000003,0.1625,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,58822.21244732378,3077784.7888656217
986,leeward,-1,8.3,2.2,56.7,300.0,1.359018519773513,0.30930810000000003,0.17500000000000002,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,63346.998020194864,3077784.7888656217
987,leeward,-1,8.3,2.2,56.7,300.0,1.3929576331102778,0.30930810000000003,0.1875,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,64252.87647934687,3200537.5740662445
988,leeward,-1,8.3,2.2,56.7,300.0,1.4268967464470428,0.30930810000000003,0.2,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,68536.40157797,3200537.5740662445
989,leeward,-1,8.3,2.2,56.7,300.0,1.4608358597838076,0.30930810000000003,0.21250000000000002,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,72690.78208037387,3202299.342713444
990,leeward,-1,8.3,2.2,56.7,300.0,1.4947749731205726,0.30930810000000003,0.225,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,73343.49556575253,3323870.490171758
991,leeward,-1,8.3,2.2,56.7,300.0,1.5287140864573376,0.30930810000000003,0.23750000000000002,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,77418.13420829433,3323870.490171758
992,leeward,-1,8.3,2.2,56.7,300.0,1.5626531997941027,0.30930810000000003,0.25,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,79526.55417468413,3381139.3193448205
993,leeward,-1,8.3,2.2,56.7,300.0,1.5965923131308677,0.30930810000000003,0.2625,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,81821.75716555705,3444324.605794787
994,leeward,-1,8.3,2.2,56.7,300.0,1.6305314264676325,0.30930810000000003,0.275,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,84036.96580075858,3493648.8267046367
995,leeward,-1,8.3,2.2,56.7,300.0,1.6644705398043975,0.30930810000000003,0.28750000000000003,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,87856.82788261125,3493648.8267046367
996,leeward,-1,8.3,2.2,56.7,300.0,1.6984096531411625,0.30930810000000003,0.30000000000000004,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,90395.0724270885,3541822.5964487
997,leeward,-1,8.3,2.2,56.7,300.0,1.7323487664779273,0.30930810000000003,0.3125,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,92751.37261256596,3581142.5101644536
998,leeward,-1,8.3,2.2,56.7,300.0,1.7662878798146924,0.30930810000000003,0.325,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,96461.4275170686,3581142.5101644536
999,leeward,-1,8.3,2.2,56.7,300.0,1.8002269931514574,0.30930810000000003,0.3375,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,98359.87349450163,3638579.9228620934
1000,leeward,-1,8.3,2.2,56.7,300.0,1.8341661064882224,0.30930810000000003,0.35000000000000003,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,102002.8317720758,3638579.9228620934
1001,leeward,-1,8.3,2.2,56.7,300.0,1.8681052198249875,0.30930810000000003,0.36250000000000004,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,105069.44054755932,3647543.3511334946
1002,leeward,-1,8.3,2.2,56.7,300.0,1.902044333161752,0.30930810000000003,0.375,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,107522.4906126565,3678998.725759748
1003,leeward,-1,8.3,2.2,56.7,300.0,1.935983446498517,0.30930810000000003,0.3875,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,111106.57363307841,3678998.725759748
1004,leeward,-1,8.3,2.2,56.7,300.0,1.969922559835282,0.30930810000000003,0.4,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,114931.5128490395,3673271.076785076
1005,leeward,-1,8.3,2.2,56.7,300.0,2.003861673172047,0.30930810000000003,0.41250000000000003,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,119695.08181595714,3649521.2821517074
1006,leeward,-1,8.3,2.2,56.7,300.0,2.037800786508812,0.30930810000000003,0.42500000000000004,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,121260.37275132995,3689297.435128764
1007,leeward,-1,8.3,2.2,56.7,300.0,2.071739899845577,0.30930810000000003,0.4375,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,124301.91065739786,3695286.237281999
1008,leeward,-1,8.3,2.2,56.7,300.0,2.1056790131823417,0.30930810000000003,0.45,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,129718.64255605069,3656817.9504636275
1009,leeward,-1,8.3,2.2,56.7,300.0,2.1396181265191068,0.30930810000000003,0.4625,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,133407.4153853786,3643365.14316211
1010,leeward,-1,8.3,2.2,56.7,300.0,2.173557239855872,0.30930810000000003,0.47500000000000003,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,137013.02120660504,3643365.14316211
1011,leeward,-1,8.3,2.2,56.7,300.0,2.207496353192637,0.30930810000000003,0.48750000000000004,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,145916.39283763748,3546553.0206855317
1012,leeward,-1,8.3,2.2,56.7,300.0,2.241435466529402,0.30930810000000003,0.5,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,143994.08882589676,3636164.061227763
1013,leeward,-1,8.3,2.2,56.7,300.0,2.275374579866167,0.30930810000000003,0.5125000000000001,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,153968.66725817986,3526895.2727318355
1014,leeward,-1,8.3,2.2,56.7,300.0,2.309313693202932,0.30930810000000003,0.525,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,158721.32696424134,3501905.2989802184
1015,leeward,-1,8.3,2.2,56.7,300.0,2.3432528065396965,0.30930810000000003,0.5375,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,154119.6743704548,3631116.754779275
1016,leeward,-1,8.3,2.2,56.7,300.0,2.3771919198764615,0.30930810000000003,0.55,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,177017.7004826134,3342835.9836497884
1017,leeward,-1,8.3,2.2,56.7,300.0,2.4111310332132265,0.30930810000000003,0.5625,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,171065.57856639684,3472873.2028708165
1018,leeward,-1,8.3,2.2,56.7,300.0,2.4450701465499916,0.30930810000000003,0.5750000000000001,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,175292.2441758768,3462528.5058847605
1019,leeward,-1,8.3,2.2,56.7,300.0,2.4790092598867566,0.30930810000000003,0.5875,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,190834.26091539135,3314446.7441639225
1020,leeward,-1,8.3,2.2,56.7,300.0,2.5129483732235216,0.30930810000000003,0.6000000000000001,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,202496.3159763989,3224450.929083595
1021,leeward,-1,8.3,2.2,56.7,300.0,2.5468874865602866,0.30930810000000003,0.6125,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,199537.94339802195,3302049.6627705586
1022,leeward,-1,8.3,2.2,56.7,300.0,2.580826599897051,0.30930810000000003,0.625,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,205579.40284058364,3278613.7296598563
1023,leeward,-1,8.3,2.2,56.7,300.0,2.6147657132338167,0.30930810000000003,0.6375000000000001,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,209690.9908973953,3278613.7296598563
1024,leeward,-1,8.3,2.2,56.7,300.0,2.6487048265705813,0.30930810000000003,0.65,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,213802.578954207,3278613.7296598563
1025,leeward,-1,8.3,2.2,56.7,300.0,2.6826439399073463,0.30930810000000003,0.6625000000000001,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,216241.66602564848,3295655.582883537
1026,leeward,-1,8.3,2.2,56.7,300.0,2.7165830532441113,0.30930810000000003,0.675,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,222606.2131446556,3271173.452905027
1027,leeward,-1,8.3,2.2,56.7,300.0,2.7505221665808763,0.30930810000000003,0.6875,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,226728.5504251122,3271173.452905027
1028,leeward,-1,8.3,2.2,56.7,300.0,2.7844612799176414,0.30930810000000003,0.7000000000000001,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,228487.28116684948,3293827.79747197
1029,leeward,-1,8.3,2.2,56.7,300.0,2.818400393254406,0.30930810000000003,0.7125,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,234913.5314104131,3270086.550010021
1030,leeward,-1,8.3,2.2,56.7,300.0,2.8523395065911714,0.30930810000000003,0.7250000000000001,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,239034.82143515724,3270086.550010021
1031,leeward,-1,8.3,2.2,56.7,300.0,2.886278619927936,0.30930810000000003,0.7375,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,243309.13598974608,3273031.132417324
1032,leeward,-1,8.3,2.2,56.7,300.0,2.920217733264701,0.30930810000000003,0.75,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,248574.41871845227,3261280.4047232145
1033,leeward,-1,8.3,2.2,56.7,300.0,2.954156846601466,0.30930810000000003,0.7625000000000001,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,251498.9820119822,3271862.5954478816
1034,leeward,-1,8.3,2.2,56.7,300.0,2.988095959938231,0.30930810000000003,0.775,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,255621.91614332612,3271862.5954478816
1035,leeward,-1,8.3,2.2,56.7,300.0,3.022035073274996,0.30930810000000003,0.7875000000000001,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,260913.26833858914,3260526.763574728
1036,leeward,-1,8.3,2.2,56.7,300.0,3.055974186611761,0.30930810000000003,0.8,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,265054.74878840806,3260526.763574728
1037,leeward,-1,8.3,2.2,56.7,300.0,3.0899132999485257,0.30930810000000003,0.8125,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,267929.9682400586,3270820.6254880223
1038,leeward,-1,8.3,2.2,56.7,300.0,3.123852413285291,0.30930810000000003,0.8250000000000001,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,272051.9677514441,3270820.6254880223
1039,leeward,-1,8.3,2.2,56.7,300.0,3.1577915266220558,0.30930810000000003,0.8375,0.30000000000000004,1,1076.873377953325,nan,nan,nan,nan,nan,nan,0.0,277303.1134950679,3259307.105525002
