representative_case,applies_to_phase9_cases,sheet,canonical_index,grid_j,grid_i,x_over_c,y_over_b,x_m,span_m,z_m,failure_reason,projected_candidate_triangle_ids,projected_candidate_max_abs_nz,current_sampler_upper_triangle_id,current_sampler_lower_triangle_id,nearest_any_stl_triangle_id,distance_to_any_stl_projected_support_m,nearest_eligible_skin_triangle_id,nearest_eligible_skin_triangle_sheet_code,distance_to_eligible_skin_support_m,nearest_same_sheet_triangle_id,distance_to_same_sheet_support_m,nearest_outline_segment,outline_region,distance_to_outline_boundary_m,expected_domain,point_classification,representation_classification,unknown
ma8_a10_h40km,12,upper,3161,39,2,0.025000000000000001,0.97500000000000009,3.4564733067535567,1.0052513249999999,,outside_stl_support,1964;5740,0.085953012844385529,,,1964,0,5748,2,0.0053152414591930187,1975,0.0053235671762232378,182,LE,0.00063460212846200715,outside sheet-specific graph-skin domain,valid_exclusion_from_graph_skin,defect_rectangular_domain_includes_boundary_or_cap,0
ma8_a10_h40km,12,upper,3162,39,3,0.037500000000000006,0.97500000000000009,3.4583005720515878,1.0052513249999999,,outside_stl_support,1973;5762,0.25531959950063088,,,1973,0,5748,2,0.004999956585542845,1975,0.0050082645164888848,182,LE,0.00095190319269293359,outside sheet-specific graph-skin domain,valid_exclusion_from_graph_skin,defect_rectangular_domain_includes_boundary_or_cap,0
ma8_a10_h40km,12,upper,3163,39,4,0.050000000000000003,0.97500000000000009,3.4601278373496194,1.0052513249999999,,outside_stl_support,1973;5763,0.25531959950063088,,,1973,0,5748,2,0.0046846717118923771,1975,0.0046929618567543123,182,LE,0.0012692042569241559,outside sheet-specific graph-skin domain,valid_exclusion_from_graph_skin,defect_rectangular_domain_includes_boundary_or_cap,0
ma8_a10_h40km,12,upper,3164,39,5,0.0625,0.97500000000000009,3.4619551026476505,1.0052513249999999,,outside_stl_support,1973;5763,0.25531959950063088,,,1973,0,5748,2,0.0043693868382419076,1975,0.0043776591970197407,182,LE,0.0015865053211551593,outside sheet-specific graph-skin domain,valid_exclusion_from_graph_skin,defect_rectangular_domain_includes_boundary_or_cap,0
ma8_a10_h40km,12,upper,3165,39,6,0.075000000000000011,0.97500000000000009,3.4637823679456821,1.0052513249999999,,outside_stl_support,1973;5763,0.25531959950063088,,,1973,0,5748,2,0.0040541019645914389,1975,0.0040623565372853877,182,LE,0.0019038063853861629,outside sheet-specific graph-skin domain,valid_exclusion_from_graph_skin,defect_rectangular_domain_includes_boundary_or_cap,0
ma8_a10_h40km,12,upper,3166,39,7,0.087500000000000008,0.97500000000000009,3.4656096332437132,1.0052513249999999,,outside_stl_support,1973;5763,0.25531959950063088,,,1973,0,5748,2,0.0037388170909411888,1975,0.0037470538775508161,182,LE,0.0022211074496171664,outside sheet-specific graph-skin domain,valid_exclusion_from_graph_skin,defect_rectangular_domain_includes_boundary_or_cap,0
ma8_a10_h40km,12,upper,3167,39,8,0.10000000000000001,0.97500000000000009,3.4674368985417447,1.0052513249999999,,outside_stl_support,1973;5763,0.25531959950063088,,,1973,0,5748,2,0.0034235322172907205,1975,0.0034317512178162445,182,LE,0.00253840851384817,outside sheet-specific graph-skin domain,valid_exclusion_from_graph_skin,defect_rectangular_domain_includes_boundary_or_cap,0
ma8_a10_h40km,12,upper,3168,39,9,0.1125,0.97500000000000009,3.4692641638397759,1.0052513249999999,,outside_stl_support,1966;5758,0.33304844071967621,,,1966,0,5748,2,0.0031082473436405468,1975,0.0031164485580818914,182,LE,0.0028557095780790964,outside sheet-specific graph-skin domain,valid_exclusion_from_graph_skin,defect_rectangular_domain_includes_boundary_or_cap,0
ma8_a10_h40km,12,upper,3169,39,10,0.125,0.97500000000000009,3.4710914291378074,1.0052513249999999,,outside_stl_support,1977;5760,0.41752896878568613,,,1977,0,5748,2,0.0027929624699900781,1975,0.0028011458983473194,182,LE,0.0031730106423101001,outside sheet-specific graph-skin domain,valid_exclusion_from_graph_skin,defect_rectangular_domain_includes_boundary_or_cap,0
ma8_a10_h40km,12,upper,3170,39,11,0.13750000000000001,0.97500000000000009,3.4729186944358386,1.0052513249999999,,outside_stl_support,1977;5760,0.41752896878568613,,,1977,0,5748,2,0.0024776775963396098,1975,0.0024858432386127478,182,LE,0.0034903117065411037,outside sheet-specific graph-skin domain,valid_exclusion_from_graph_skin,defect_rectangular_domain_includes_boundary_or_cap,0
ma8_a10_h40km,12,upper,3171,39,12,0.15000000000000002,0.97500000000000009,3.4747459597338701,1.0052513249999999,,outside_stl_support,1977;5760,0.41752896878568613,,,1977,0,5748,2,0.0021623927226893597,1975,0.0021705405788781762,182,LE,0.0038076127707721069,outside sheet-specific graph-skin domain,valid_exclusion_from_graph_skin,defect_rectangular_domain_includes_boundary_or_cap,0
ma8_a10_h40km,12,upper,3172,39,13,0.16250000000000001,0.97500000000000009,3.4765732250319012,1.0052513249999999,,outside_stl_support,1977;5760,0.41752896878568613,,,1977,0,5748,2,0.0018471078490388908,1975,0.0018552379191438227,182,LE,0.0041249138350031109,outside sheet-specific graph-skin domain,valid_exclusion_from_graph_skin,defect_rectangular_domain_includes_boundary_or_cap,0
ma8_a10_h40km,12,upper,3173,39,14,0.17500000000000002,0.97500000000000009,3.4784004903299324,1.0052513249999999,,outside_stl_support,1977;5760,0.41752896878568613,,,1977,0,5748,2,0.0015318229753886409,1975,0.0015399352594092511,182,LE,0.0044422148992341141,outside sheet-specific graph-skin domain,valid_exclusion_from_graph_skin,defect_rectangular_domain_includes_boundary_or_cap,0
ma8_a10_h40km,12,upper,3174,39,15,0.1875,0.97500000000000009,3.4802277556279639,1.0052513249999999,,outside_stl_support,1977;5760,0.41752896878568613,,,1977,0,5748,2,0.001216538101738172,1975,0.0012246325996746793,182,LE,0.0047595159634651173,outside sheet-specific graph-skin domain,valid_exclusion_from_graph_skin,defect_rectangular_domain_includes_boundary_or_cap,0
ma8_a10_h40km,12,upper,3175,39,16,0.20000000000000001,0.97500000000000009,3.4820550209259951,1.0052513249999999,,outside_stl_support,1977;5760,0.41752896878568613,,,1977,0,5748,2,0.00090125322808777997,1975,0.00090932993994032615,182,LE,0.0050768170276961214,outside sheet-specific graph-skin domain,valid_exclusion_from_graph_skin,defect_rectangular_domain_includes_boundary_or_cap,0
ma8_a10_h40km,12,upper,3176,39,17,0.21250000000000002,0.97500000000000009,3.4838822862240266,1.0052513249999999,,outside_stl_support,1977;5760,0.41752896878568613,,,1977,0,5748,2,0.00058596835443731118,1975,0.00059402728020575433,182,LE,0.005394118091927266,outside sheet-specific graph-skin domain,valid_exclusion_from_graph_skin,defect_rectangular_domain_includes_boundary_or_cap,0
ma8_a10_h40km,12,upper,3177,39,18,0.22500000000000001,0.97500000000000009,3.4857095515220577,1.0052513249999999,,outside_stl_support,1977;5760,0.41752896878568613,,,1977,0,5748,2,0.00027068348078706117,1975,0.00027872462047118257,182,LE,0.0057114191561580515,outside sheet-specific graph-skin domain,valid_exclusion_from_graph_skin,defect_rectangular_domain_includes_boundary_or_cap,0
ma8_a10_h40km,12,upper,3240,40,0,0,1,3.5989941527510467,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.0001746635069531309,5748,2,0.0061133156869430626,1967,0.0061202203953963303,182,tip,1.0153634055261781e-06,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3241,40,1,0.012500000000000001,1,3.5989942258416585,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017465081490413562,5748,2,0.0061133036614898157,1967,0.0061202083835099827,182,tip,1.0026713628977184e-06,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3242,40,2,0.025000000000000001,1,3.5989942989322707,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017463812285499879,5748,2,0.0061132916368867134,1967,0.0061201963724728733,182,tip,9.8997932041081458e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3243,40,3,0.037500000000000006,1,3.5989943720228825,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.0001746254308060035,5748,2,0.0061132796131339057,1967,0.0061201843622851531,182,tip,9.7728727784679563e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3244,40,4,0.050000000000000003,1,3.5989944451134943,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017461273875700822,5748,2,0.006113267590231326,1967,0.0061201723529467544,182,tip,9.6459523521833589e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3245,40,5,0.0625,1,3.5989945182041065,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.0001746000467077943,5748,2,0.0061132555681789056,1967,0.0061201603444576095,182,tip,9.519031925127609e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3246,40,6,0.075000000000000011,1,3.5989945912947183,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017458735465879902,5748,2,0.0061132435469767954,1967,0.0061201483368178685,182,tip,9.3921115002585721e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3247,40,7,0.087500000000000008,1,3.5989946643853301,1.0310269999999999,,degenerate_planform_chord,,,,,5739,0.00017457466260980374,5748,2,0.006113231526624927,1967,0.0061201363300274637,182,tip,9.2651910753895352e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3248,40,8,0.10000000000000001,1,3.5989947374759419,1.0310269999999999,,degenerate_planform_chord,,,,,5739,0.00017456197056080848,5748,2,0.0061132195071233074,1967,0.0061201243240864003,182,tip,9.1382706512916497e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3249,40,9,0.1125,1,3.5989948105665541,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017454927851181319,5748,2,0.0061132074884718652,1967,0.0061201123189946098,182,tip,9.0113502242359009e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3250,40,10,0.125,1,3.5989948836571659,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017453658646281791,5748,2,0.0061131954706707551,1967,0.0061201003147522441,182,tip,8.884429797180151e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3251,40,11,0.13750000000000001,1,3.5989949567477777,1.0310269999999999,,degenerate_planform_chord,,,,,5739,0.00017452389441368108,5748,2,0.0061131834537199066,1967,0.0061200883113592345,182,tip,8.757509372311113e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3252,40,12,0.15000000000000002,1,3.5989950298383899,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017451120236468582,5748,2,0.0061131714376192522,1967,0.0061200763088155143,182,tip,8.6305889474420761e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3253,40,13,0.16250000000000001,1,3.5989951029290017,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017449851031569054,5748,2,0.0061131594223689445,1967,0.0061200643071212327,182,tip,8.5036685203863272e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3254,40,14,0.17500000000000002,1,3.5989951760196135,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017448581826669525,5748,2,0.0061131474079689123,1967,0.006120052306276322,182,tip,8.3767480955172892e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3255,40,15,0.1875,1,3.5989952491102253,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017447312621769997,5748,2,0.0061131353944191636,1967,0.0061200403062807874,182,tip,8.2498276692326919e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3256,40,16,0.20000000000000001,1,3.5989953222008375,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017446043416848603,5748,2,0.0061131233817196297,1967,0.0061200283071345622,182,tip,8.122907244363655e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3257,40,17,0.21250000000000002,1,3.5989953952914493,1.0310269999999999,,degenerate_planform_chord,,,,,5739,0.00017444774211949077,5748,2,0.0061131113698704607,1967,0.0061200163088377954,182,tip,7.995986819494618e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3258,40,18,0.22500000000000001,1,3.5989954683820611,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.0001744350500705726,5748,2,0.0061130993588715899,1967,0.0061200043113904205,182,tip,7.8690663924388681e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3259,40,19,0.23750000000000002,1,3.5989955414726733,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017442235802157734,5748,2,0.0061130873487229478,1967,0.0061199923147923678,182,tip,7.7421459653831182e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3260,40,20,0.25,1,3.5989956145632851,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017440966597236337,5748,2,0.0061130753394246871,1967,0.0061199803190437902,182,tip,7.6152255412852328e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3261,40,21,0.26250000000000001,1,3.5989956876538969,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017439697392336812,5748,2,0.0061130633309767375,1967,0.0061199683241446191,182,tip,7.4883051156450444e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3262,40,22,0.27500000000000002,1,3.5989957607445091,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017438428187437283,5748,2,0.006113051323379034,1967,0.0061199563300947859,182,tip,7.3613846885892945e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3263,40,23,0.28750000000000003,1,3.5989958338351209,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017437158982537755,5748,2,0.006113039316631725,1967,0.0061199443368944425,182,tip,7.2344642644914101e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3264,40,24,0.30000000000000004,1,3.5989959069257327,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017435889777638229,5748,2,0.0061130273107347444,1967,0.0061199323445435203,182,tip,7.1075438382068117e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3265,40,25,0.3125,1,3.5989959800163449,1.0310269999999999,,degenerate_planform_chord,,,,,5739,0.00017434620572716832,5748,2,0.0061130153056880221,1967,0.0061199203530419508,182,tip,6.9806234133377748e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3266,40,26,0.32500000000000001,1,3.5989960531069567,1.0310269999999999,,degenerate_planform_chord,,,,,5739,0.00017433351367817306,5748,2,0.0061130033014917115,1967,0.0061199083623898858,182,tip,6.8537029876975853e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3267,40,27,0.33750000000000002,1,3.5989961261975685,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017432082162925489,5748,2,0.0061129912981457432,1967,0.0061198963725872567,182,tip,6.7267825614129879e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3268,40,28,0.35000000000000003,1,3.5989961992881803,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017430812958025963,5748,2,0.0061129792956501217,1967,0.0061198843836340689,182,tip,6.599862136543951e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3269,40,29,0.36250000000000004,1,3.5989962723787925,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017429543753104567,5748,2,0.006112967294004781,1967,0.0061198723955302554,182,tip,6.4729417102593537e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3270,40,30,0.375,1,3.5989963454694043,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017428274548205041,5748,2,0.0061129552932098702,1967,0.0061198604082759655,182,tip,6.3460212846191642e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3271,40,31,0.38750000000000001,1,3.5989964185600161,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017427005343305512,5748,2,0.0061129432932653226,1967,0.0061198484218711307,182,tip,6.2191008605212787e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3272,40,32,0.40000000000000002,1,3.5989964916506283,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017425736138405987,5748,2,0.0061129312941710697,1967,0.0061198364363156859,182,tip,6.0921804334655288e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3273,40,33,0.41250000000000003,1,3.5989965647412401,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.0001742446693348459,5748,2,0.0061129192959272615,1967,0.0061198244516097794,182,tip,5.9652600056386274e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3274,40,34,0.42500000000000004,1,3.5989966378318519,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017423197728585064,5748,2,0.0061129072985338321,1967,0.0061198124677533444,182,tip,5.838339581540742e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3275,40,35,0.4375,1,3.5989967109224636,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017421928523685536,5748,2,0.0061128953019907841,1967,0.0061198004847463853,182,tip,5.7114191574428576e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3276,40,36,0.45000000000000001,1,3.5989967840130759,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017420659318793721,5748,2,0.0061128833062980515,1967,0.0061197885025888344,182,tip,5.5844987303871077e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3277,40,37,0.46250000000000002,1,3.5989968571036877,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017419390113894193,5748,2,0.0061128713114557845,1967,0.0061197765212808427,182,tip,5.4575783047469182e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3278,40,38,0.47500000000000003,1,3.5989969301942994,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017418120908994667,5748,2,0.0061128593174639145,1967,0.0061197645408223415,182,tip,5.3306578784623209e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3279,40,39,0.48750000000000004,1,3.5989970032849117,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.0001741685170407327,5748,2,0.0061128473243223756,1967,0.0061197525612132642,182,tip,5.203737453593284e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3280,40,40,0.5,1,3.5989970763755235,1.0310269999999999,,degenerate_planform_chord,,,,,5739,0.00017415582499173742,5748,2,0.0061128353320313161,1967,0.0061197405824537608,182,tip,5.0768170265375341e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3281,40,41,0.51250000000000007,1,3.5989971494661352,1.0310269999999999,,degenerate_planform_chord,,,,,5739,0.00017414313294274216,5748,2,0.0061128233405906701,1967,0.0061197286045437636,182,tip,4.9498966016684971e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3282,40,42,0.52500000000000002,1,3.5989972225567475,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017413044089360533,5748,2,0.0061128113500003682,1967,0.006119716627483205,182,tip,4.8229761746127472e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3283,40,43,0.53749999999999998,1,3.5989972956473593,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017411774884461005,5748,2,0.0061127993602605622,1967,0.006119704651272235,182,tip,4.6960557505148623e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3284,40,44,0.55000000000000004,1,3.598997368737971,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017410505679553767,5748,2,0.0061127873713711835,1967,0.006119692675910786,182,tip,4.5691353256458249e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3285,40,45,0.5625,1,3.5989974418285833,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.0001740923647466195,5748,2,0.0061127753833321655,1967,0.0061196807013987903,182,tip,4.4422148985900755e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3286,40,46,0.57500000000000007,1,3.5989975149191951,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017407967269762422,5748,2,0.0061127633961436572,1967,0.0061196687277363989,182,tip,4.315294473721038e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3287,40,47,0.58750000000000002,1,3.5989975880098068,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017406698064862896,5748,2,0.0061127514098055927,1967,0.0061196567549235423,182,tip,4.1883740466652887e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3288,40,48,0.60000000000000009,1,3.5989976611004186,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017405428859963368,5748,2,0.0061127394243179747,1967,0.0061196447829602275,182,tip,4.0614536217962512e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3289,40,49,0.61250000000000004,1,3.5989977341910309,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017404159655041974,5748,2,0.0061127274396807372,1967,0.006119632811846386,182,tip,3.9345331947405018e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3290,40,50,0.625,1,3.5989978072816426,1.0310269999999999,,degenerate_planform_chord,,,,,5739,0.00017402890450142445,5748,2,0.0061127154558940303,1967,0.0061196208415821686,182,tip,3.8076127706426164e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3291,40,51,0.63750000000000007,1,3.5989978803722544,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017401621245250628,5748,2,0.0061127034729577855,1967,0.0061196088721675061,182,tip,3.68069234577358e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
ma8_a10_h40km,12,upper,3292,40,52,0.65000000000000002,1,3.5989979534628667,1.0310269999999999,,degenerate_planform_chord,,,,,1965,0.00017400352040329234,5748,2,0.0061126914908719359,1967,0.0061195969036023324,182,tip,3.5537719187178301e-07,sheet graph-skin terminates at the STL skin/cap boundary; no 81-node rectangular tip row,valid_exclusion_from_graph_skin,defect_duplicate_degenerate_tip_row,0
