REM Solver Warnings - 2026-06-28 21:48:20
================================================================================
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.000 | cp0 raw=5.27565, used=0.759229 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.025 | cp0 raw=5.27565, used=0.760782 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.050 | cp0 raw=5.27565, used=0.753978 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.075 | cp0 raw=5.27565, used=0.761469 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.100 | cp0 raw=5.27565, used=0.767674 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.125 | cp0 raw=5.27565, used=0.772768 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.150 | cp0 raw=5.27565, used=0.777941 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.175 | cp0 raw=5.27565, used=0.784096 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.200 | cp0 raw=5.27565, used=0.791325 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.225 | cp0 raw=5.27565, used=0.79254 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.250 | cp0 raw=5.27565, used=0.791668 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.275 | cp0 raw=5.27565, used=0.794559 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.300 | cp0 raw=5.27565, used=0.796015 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.325 | cp0 raw=5.27565, used=0.795938 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.350 | cp0 raw=5.27565, used=0.793565 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.375 | cp0 raw=5.27565, used=0.789526 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.400 | cp0 raw=5.27565, used=0.796015 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.425 | cp0 raw=5.27565, used=0.796015 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.450 | cp0 raw=5.27565, used=0.796015 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.475 | cp0 raw=5.27565, used=0.796015 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.500 | cp0 raw=5.27565, used=0.793509 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.525 | cp0 raw=5.27565, used=0.791008 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.550 | cp0 raw=5.27565, used=0.787028 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.575 | cp0 raw=5.27565, used=0.784567 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
21:48:22 | cp0 regularized to keep windward edge supersonic | M=12.00, alpha=20.00, y/b=0.600 | cp0 raw=5.27565, used=0.783506 | min Ma_e raw=0, used=1 | collapsed raw=80, used=0
