case,idx,x_m,span_m,xc,region,q_w,q_lam_w,q_turb_w,w_tr,re_edge,re_x_star,re_tri,re_x_over_re_tri,T_e_w,p_e_w,rho_e_w,h_r_lam_w,h_r_turb_w,h_star_lam_w,q_Fluent_matched,p_Fluent_matched,q_ratio,p_ratio,dist,dx,dspan
ma6_a5_h30km,1015,2.3432528065396965,0.30930810000000003,0.5375,aft_body,27599.278598905297,27599.278598905297,139225.40448854,0.0,4319955.864654316,1609584.897098805,2425069.1152308276,0.6637274323398401,336.87202428351657,3832.040629218546,0.03963540151464386,1636181.840375452,1709208.604682429,605505.792515981,nan,nan,nan,nan,nan,nan,nan
ma6_a5_h30km,1016,2.3771919198764615,0.30930810000000003,0.55,aft_body,27587.80110057225,27587.80110057225,143564.39424594102,0.0,4577897.108797545,1745584.4952091074,2375571.7055412424,0.7348060642149293,342.2727162655517,4051.406103792025,0.041243128369122056,1637003.9835135394,1709771.5601010944,607206.4187301049,63458.8798,2786.016219,0.43473507864493144,1.4541932944116953,0.010791093782736773,0.010630079876461362,0.006190590393556461
ma6_a5_h30km,1017,2.4111310332132265,0.30930810000000003,0.5625,aft_body,27232.89647244619,27232.89647244619,140692.01105087105,0.0,4568883.419721517,1722653.8328463568,2399538.211971913,0.7179105647293275,339.6301904665686,3942.9820814540008,0.04045168512656805,1636601.7138673388,1709496.1094324673,606374.312648107,nan,nan,nan,nan,nan,nan,nan
ma6_a5_h30km,1018,2.4450701465499916,0.30930810000000003,0.5750000000000001,aft_body,27002.8557019358,27002.8557019358,140305.90944444828,0.0,4652618.535863314,1755073.4361251378,2398503.9047180344,0.7317367433393703,339.74315321651005,3947.5740866263623,0.040485329614535756,1636618.910098865,1709507.8844036008,606409.8835368762,66075.59308,2894.781437,0.40866611169486605,1.3636864034603666,0.0037088339555338516,0.0035947484500082894,0.00304271970974046
ma6_a5_h30km,1019,2.4790092598867566,0.30930810000000003,0.5875,aft_body,26829.63334199721,26829.63334199721,142307.1722601208,0.0,4861441.670206712,1856964.190021174,2371848.148137574,0.7829186668123346,342.68801677807147,4068.637584706129,0.04136834929525443,1637067.2043874105,1709814.8500488782,607337.1928865797,nan,nan,nan,nan,nan,nan,nan
ma6_a5_h30km,1020,2.5129483732235216,0.30930810000000003,0.6000000000000001,aft_body,26710.011168916295,26710.011168916295,143454.0046752261,0.0,4995269.6319525065,1922131.0066977115,2356375.9113487797,0.8157149279282404,344.42760761439894,4141.385283449116,0.041895346251594724,1637332.02094683,1709996.180902559,607884.9733909945,67734.56914,2863.179307,0.39433352139156,1.4464288957817326,0.011180801322345666,0.011072521776478439,0.005174273667951812
ma6_a5_h30km,1021,2.5468874865602866,0.30930810000000003,0.6125,aft_body,26378.319813158887,26378.319813158887,141424.90104764185,0.0,5034508.119292938,1923886.9737449745,2370951.477195977,0.8114408887103306,342.7882183898867,4072.802935368711,0.04139859608061355,1637082.4580008092,1709825.2948290133,607368.7454150921,nan,nan,nan,nan,nan,nan,nan
ma6_a5_h30km,1022,2.580826599897051,0.30930810000000003,0.625,aft_body,26164.430977612225,26164.430977612225,141304.28769498854,0.0,5140033.034706455,1967745.0479656544,2367153.2927700845,0.8312706464662305,343.2134933452159,4090.5153903198234,0.041527116915796906,1637147.1972763482,1709869.624489235,607502.6604281403,68601.36426,2830.889795,0.38139811445219535,1.444957482112024,0.009265207993161157,0.009021850102948648,0.007031911291046189
ma6_a5_h30km,1023,2.6147657132338167,0.30930810000000003,0.6375000000000001,aft_body,25906.647045865517,25906.647045865517,140745.7552371666,0.0,5242833.695400586,2007099.9489249685,2367153.2927700845,0.8478960593955556,343.2134933452159,4090.5153903198234,0.041527116915796906,1637147.1972763482,1709869.624489235,607502.6604281403,nan,nan,nan,nan,nan,nan,nan
ma6_a5_h30km,1024,2.6487048265705813,0.30930810000000003,0.65,aft_body,25656.33540709543,25656.33540709543,140200.21263031877,0.0,5345634.356094714,2046454.8498842814,2367153.2927700845,0.8645214723248801,343.2134933452159,4090.5153903198234,0.041527116915796906,1637147.1972763482,1709869.624489235,607502.6604281403,67873.81215,2814.304874,0.3780005070349571,1.4534727307301047,0.0036460959681335705,0.003636544429418631,0.000879143659757109
ma6_a5_h30km,1025,2.6826439399073463,0.30930810000000003,0.6625000000000001,aft_body,25401.214543623923,25401.214543623923,139360.30968981213,0.0,5433233.030464572,2076864.5146373876,2370331.387981745,0.8761916266930785,342.85755632390516,4075.6870748419865,0.04141953414425398,1637093.013260552,1709832.5224520294,607390.5792668683,nan,nan,nan,nan,nan,nan,nan
ma6_a5_h30km,1026,2.7165830532441113,0.30930810000000003,0.675,aft_body,25209.676924742187,25209.676924742187,139297.50620572836,0.0,5542552.66515665,2122737.7806580053,2366260.5807380667,0.8970853835531066,343.3136447288673,4094.6946280990514,0.04155741808806419,1637162.4432435522,1709880.0640337043,607534.1971402848,67728.06871,2808.006763,0.3722190430777778,1.458221070566222,0.005143486288389142,0.0049242092441112995,0.004952681113471025
ma6_a5_h30km,1027,2.7505221665808763,0.30930810000000003,0.6875,aft_body,24979.446742214957,24979.446742214957,138787.2452118684,0.0,5645192.529326219,2162047.73955908,2366260.5807380667,0.9136980758411273,343.3136447288673,4094.6946280990514,0.04155741808806419,1637162.4432435522,1709880.0640337043,607534.1971402848,67972.61351,2799.939971,0.36749281000560663,1.4624222913738503,0.01770638625002567,0.017425151419123708,0.010477601536245051
ma6_a5_h30km,1028,2.7844612799176414,0.30930810000000003,0.7000000000000001,aft_body,24740.247341033668,24740.247341033668,137884.05210565284,0.0,5726324.085189209,2188730.0161467376,2370494.830766839,0.9233219949434348,342.8392767817318,4074.926588319205,0.04141401363119725,1637090.2305800705,1709830.617035585,607384.8232139949,69403.8048,2781.490325,0.3564681707627889,1.46501555360226,0.0166485992992034,0.016417978917641296,0.009204966585322882
ma6_a5_h30km,1029,2.818400393254406,0.30930810000000003,0.7125,aft_body,24564.538129283963,24564.538129283963,137833.69763504926,0.0,5835396.907716424,2234569.067576184,2366567.538459339,0.9442236620176546,343.27919938088536,4093.2569071283647,0.0415469950242337,1637157.1996550316,1709876.4735317172,607523.350629888,69223.94637,2778.365408,0.3548560782418733,1.473260822835714,0.003326414496500671,0.0030613847455942533,0.004337122499708024
ma6_a5_h30km,1030,2.8523395065911714,0.30930810000000003,0.7250000000000001,aft_body,24351.854142318436,24351.854142318436,137355.0968465135,0.0,5937772.292062328,2273772.033674012,2366567.538459339,0.9607889894214732,343.27919938088536,4093.2569071283647,0.0415469950242337,1637157.1996550316,1709876.4735317172,607523.350629888,68945.15722,2780.306804,0.35320615869528127,1.4722320936809694,0.019783708145428305,0.019783538408828516,0.00027317088451495053
ma6_a5_h30km,1031,2.886278619927936,0.30930810000000003,0.7375,aft_body,24074.614288876055,24074.614288876055,136791.60036171527,0.0,6080609.308647034,2329285.773584257,2365827.2217363385,0.9845544730332154,343.3622893038885,4096.725627664782,0.04157214046951006,1637169.848369357,1709885.1346296929,607549.5148513727,68945.15722,2780.306804,0.3491849936907876,1.47347969719416,0.01415581214732328,0.014155574927936065,0.00027317088451495053
ma6_a5_h30km,1032,2.920217733264701,0.30930810000000003,0.75,aft_body,136558.6406011808,23906.766209572692,136558.6406011808,1.0,6178828.903526015,2368846.956637094,2364101.6194610074,1.0020072475468158,343.5561634677801,4104.827376314156,0.04163084797512529,1637199.361682471,1709905.3436161457,607610.563969977,68877.23075,2791.066282,1.9826383714066613,1.4707022197168145,0.0013977167144646912,6.486826470109008e-05,0.004654035431905235
ma6_a5_h30km,1033,2.954156846601466,0.30930810000000003,0.7625000000000001,aft_body,135920.79631092004,23703.132981687544,135920.79631092004,1.0,6270764.032466667,2401829.903016223,2366089.1404840355,1.0151054167489548,343.3328867982165,4095.4979335254084,0.041563241366191786,1637165.3724487969,1709882.0697817167,607540.2562837534,68913.03687,2798.454119,1.9723524384410145,1.463485824448283,0.011819041288282279,0.01151911039853415,0.008819065584480812
ma6_a5_h30km,1034,2.988095959938231,0.30930810000000003,0.775,aft_body,135479.485704836,23511.201620614458,135479.485704836,1.0,6373563.442834972,2441204.1637214073,2366089.1404840355,1.0317464891546755,343.3328867982165,4095.4979335254084,0.041563241366191786,1637165.3724487969,1709882.0697817167,607540.2562837534,nan,nan,nan,nan,nan,nan,nan
ma6_a5_h30km,1035,3.022035073274996,0.30930810000000003,0.7875000000000001,aft_body,135260.36631169266,23354.459482568414,135260.36631169266,1.0,6472088.128914299,2480900.339249782,2364421.89527272,1.0492629696121245,343.5201587868414,4103.321923071159,0.04161994155176547,1637193.8807179069,1709901.5905729614,607599.2264405567,70093.79329,2794.473837,1.9297053271475566,1.4683701342061122,0.013280262821111624,0.01308238127499628,0.007613351410826752
ma6_a5_h30km,1036,3.055974186611761,0.30930810000000003,0.8,aft_body,134835.01082188069,23171.28442320384,134835.01082188069,1.0,6574819.686516115,2520279.7097140644,2364421.89527272,1.0659179373837455,343.5201587868414,4103.321923071159,0.04161994155176547,1637193.8807179069,1709901.5905729614,607599.2264405567,69975.62442,2799.541332,1.9268854253102312,1.4657122137002832,0.006285665538330362,0.006162742611761196,0.004123368042075304
ma6_a5_h30km,1037,3.0899132999485257,0.30930810000000003,0.8125,aft_body,134237.8934926835,22985.986740204175,134237.8934926835,1.0,6666053.276397761,2552909.654646737,2366357.10668833,1.0788353319248098,343.3028120879182,4094.2424435507323,0.04155413999278229,1637160.7941990497,1709878.9348647129,607530.786045331,69862.31686,2804.428804,1.9214635231993291,1.4599202653000323,0.001437432186619768,0.001416309948525818,0.0008183820137406816
ma6_a5_h30km,1038,3.123852413285291,0.30930810000000003,0.8250000000000001,aft_body,133828.62400217497,22811.185825112178,133828.62400217497,1.0,6768607.942188499,2592185.1877951496,2366357.10668833,1.0954327985698074,343.3028120879182,4094.2424435507323,0.04155413999278229,1637160.7941990497,1709878.9348647129,607530.786045331,69727.26085,2809.077633,1.9193156646447407,1.4575041983365264,0.001437239263653393,0.0012590937147090031,0.002310218168069922
ma6_a5_h30km,1039,3.1577915266220558,0.30930810000000003,0.8375,aft_body,133647.87633896302,22686.989176500632,133647.87633896302,1.0,6853498.292155621,2626329.1649431386,2365043.980758263,1.1104779388081842,343.45025294630994,4100.400096775194,0.04159877079306306,1637183.239006197,1709894.3037527069,607577.2137604549,69504.55257,2814.673513,1.9228650699443388,1.4567942171043529,0.002519291796468847,0.0019608893779441416,0.0052723007872602645
ma6_a5_h30km,1040,3.191730639958821,0.30930810000000003,0.8500000000000001,aft_body,133252.4614881582,22519.55523374336,133252.4614881582,1.0,6955789.311441525,2665528.107703484,2365043.980758263,1.1270522364023363,343.45025294630994,4100.400096775194,0.04159877079306306,1637183.239006197,1709894.3037527069,607577.2137604549,69284.23538,2822.251392,1.9232724552319107,1.4528826554566523,0.0025469647867674625,0.0007821230411790836,0.008079681768685232
ma6_a5_h30km,1041,3.225669753295586,0.30930810000000003,0.8625,aft_body,132863.96373270603,22355.774476596307,132863.96373270603,1.0,7058080.330727432,2704727.0504638297,2365043.980758263,1.1436265339964884,343.45025294630994,4100.400096775194,0.04159877079306306,1637183.239006197,1709894.3037527069,607577.2137604549,70338.46202,2817.815998,1.8889233559716951,1.4551695709320738,0.0036001518599364894,0.002037856295585616,0.009892890338883797
ma6_a5_h30km,1042,3.259608866632351,0.30930810000000003,0.875,aft_body,132482.16441900242,22195.51596250983,132482.16441900242,1.0,7160371.350013335,2743925.9932241747,2365043.980758263,1.1602008315906402,343.45025294630994,4100.400096775194,0.04159877079306306,1637183.239006197,1709894.3037527069,607577.2137604549,70160.94244,2816.419147,1.888260901459499,1.4558912870418692,0.007087951874093838,0.00671535263235068,0.007559468523830937
ma6_a5_h30km,1043,3.293547979969116,0.30930810000000003,0.8875000000000001,aft_body,132020.25761914812,21963.21492508688,132020.25761914812,1.0,7322364.843474613,2807505.3029648676,2363915.1829690086,1.1876506074294606,343.5771266855516,4105.704086936858,0.04163719887611392,1637202.5528968,1709907.5287726175,607617.1650866102,69782.40768,2815.763973,1.8918845309057142,1.4581137219972728,0.013110314349510346,0.013073145030884081,0.0032883993817454105
ma6_a5_h30km,1044,3.3274870933058804,0.30930810000000003,0.9,aft_body,131821.7288647194,21853.53279034587,131821.7288647194,1.0,7402887.164752344,2839434.6885191835,2363130.819070564,1.2015562852487165,343.6653577060008,4109.395495818422,0.04166393523199217,1637215.98423639,1709916.725766488,607644.9481904744,69678.9981,2816.328238,1.8918430582990744,1.4591322987041762,0.003773281160147741,0.003752030694119668,0.0013329848874268913
ma6_a5_h30km,1045,3.361426206642646,0.30930810000000003,0.9125000000000001,aft_body,131336.78862212278,21699.193743483083,131336.78862212278,1.0,7496723.231982264,2873598.915217709,2364471.5535042575,1.2153239530240492,343.5145771860836,4103.088576536712,0.04161825094452997,1637193.031035167,1709901.0087600383,607597.4688479006,69539.85991,2813.321307,1.888654777160922,1.458450041354168,0.0069717776190378914,0.00697012364264582,0.0005061793220612065
ma6_a5_h30km,1046,3.3953653199794105,0.30930810000000003,0.925,aft_body,130979.88989671018,21552.078869301786,130979.88989671018,1.0,7599418.070776541,2912963.2839193204,2364471.5535042575,1.2319722263531454,343.5145771860836,4103.088576536712,0.04161825094452997,1637193.031035167,1709901.0087600383,607597.4688479006,69185.91163,2820.490086,1.8931584019182806,1.4547431302464477,0.001969217670629866,0.0015899480205896488,0.0038728162680463085
ma6_a5_h30km,1047,3.4293044333161755,0.30930810000000003,0.9375,aft_body,130628.73232210179,21407.91618866153,130628.73232210179,1.0,7702112.909570818,2952327.652620933,2364471.5535042575,1.248620499682242,343.5145771860836,4103.088576536712,0.04161825094452997,1637193.031035167,1709901.0087600383,607597.4688479006,69117.50933,2824.993444,1.8899513826289345,1.4524241057094331,0.005705803938459729,0.005321619683824608,0.006860970554013024
ma6_a5_h30km,1048,3.4632435466529405,0.30930810000000003,0.9500000000000001,aft_body,130434.24701431337,21303.756435343097,130434.24701431337,1.0,7784271.425498106,2984848.4212858197,2363744.7745319707,1.2627625678736105,343.5962905483204,4106.505663070264,0.041643005162996405,1637205.470196718,1709909.5263685596,607623.1996035753,69035.08679,2827.127716,1.8893906429216987,1.4525363109100742,0.005487053478416442,0.004688288347059366,0.009503045272045596
ma6_a5_h30km,1049,3.4971826599897056,0.30930810000000003,0.9625,aft_body,130093.68297316086,21164.968271070717,130093.68297316086,1.0,7886696.049517817,3024122.7426185277,2363744.7745319707,1.2793778648193157,343.5962905483204,4106.505663070264,0.041643005162996405,1637205.470196718,1709909.5263685596,607623.1996035753,69771.30117,2827.699653,1.864572980460597,1.4522425175932445,0.0027298717306106814,0.0001742280102945415,0.009081020663398387
ma6_a5_h30km,1050,3.5311217733264706,0.30930810000000003,0.9750000000000001,aft_body,129758.38551553279,21028.857738553208,129758.38551553279,1.0,7989120.67353753,3063397.063951236,2363744.7745319707,1.2959931617650213,343.5962905483204,4106.505663070264,0.041643005162996405,1637205.470196718,1709909.5263685596,607623.1996035753,69638.97645,2823.552256,1.8633011587799233,1.4543756554687486,0.004150310169244287,0.0036929176735291946,0.006313507175948918
ma6_a5_h30km,1051,3.565060886663235,0.30930810000000003,0.9875,aft_body,129428.207225531,20895.339831576435,129428.207225531,1.0,8091545.2975572385,3102671.3852839433,2363744.7745319707,1.3126084587107263,343.5962905483204,4106.505663070264,0.041643005162996405,1637205.470196718,1709909.5263685596,607623.1996035753,80649.51323,2762.616027,1.6048231668357587,1.4864554548789866,0.0012683025520511763,0.00035650633676498344,0.00405722208658138
ma6_a5_h30km,1052,3.599,0.30930810000000003,1.0,aft_body,129103.00661379202,20764.33327471897,129103.00661379202,1.0,8193969.921576952,3141945.7066166517,2363744.7745319707,1.3292237556564317,343.5962905483204,4106.505663070264,0.041643005162996405,1637205.470196718,1709909.5263685596,607623.1996035753,nan,nan,nan,nan,nan,nan,nan
ma6_a5_h30km,1094,2.314047629091844,0.335083775,0.5125000000000001,aft_body,28618.414090576,28618.414090576,141246.2382225882,0.0,4017059.77527086,1496622.6177357459,2425221.3538779314,0.6171076365225981,336.85574978992094,3831.392719550599,0.03963061466184909,1636179.3629219558,1709206.9082675283,605500.667833714,nan,nan,nan,nan,nan,nan,nan
ma6_a5_h30km,1095,2.3469951257817967,0.335083775,0.525,aft_body,28343.03464199401,28343.03464199401,140714.20299058186,0.0,4096208.698893876,1526218.2910361562,2425069.1152308276,0.6293504302416076,336.87202428351657,3832.040629218546,0.03963540151464386,1636181.840375452,1709208.604682429,605505.792515981,61281.87289,2720.077159,0.4625027484533528,1.4087985028437005,0.019541535839548287,0.019540329218203478,0.0007238555148462722
ma6_a5_h30km,1096,2.379942622471749,0.335083775,0.5375,aft_body,28122.547480899215,28122.547480899215,142208.75112636632,0.0,4267469.025564467,1606435.8300969382,2402965.575453643,0.6685221987808408,339.2565556254698,3927.82077512549,0.04034052237451782,1636544.835726208,1709457.1626161898,606256.658612773,61281.87289,2720.077159,0.4589048303301491,1.444010792903206,0.013408926005765499,0.01340716747174886,0.0007238555148462722
ma6_a5_h30km,1097,2.4128901191617023,0.335083775,0.55,aft_body,27951.99360403768,27951.99360403768,142166.41721912165,0.0,4336827.720860839,1635159.4491309256,2399538.211971913,0.6814475556057806,339.6301904665686,3942.9820814540008,0.04045168512656805,1636601.7138673388,1709496.1094324673,606374.312648107,nan,nan,nan,nan,nan,nan,nan
ma6_a5_h30km,1098,2.4458376158516546,0.335083775,0.5625,aft_body,27709.034229523764,27709.034229523764,141762.2640331242,0.0,4418491.863074174,1666755.5349404165,2398503.9047180344,0.6949146639543864,339.74315321651005,3947.5740866263623,0.040485329614535756,1636618.910098865,1709507.8844036008,606409.8835368762,60588.55101,2814.759336,0.4573311915802451,1.4024552778413317,0.003931560741195316,0.0027960231483454834,0.009213169568988655
ma6_a5_h30km,1099,2.4787851125416074,0.335083775,0.5750000000000001,aft_body,27550.92328597206,27550.92328597206,141812.84090018543,0.0,4491315.994692215,1697587.343965969,2394267.5998490076,0.7090215580217625,340.20683255452576,3966.462963725187,0.04062360635517355,1636689.495643697,1709556.217246267,606555.8917224569,nan,nan,nan,nan,nan,nan,nan
ma6_a5_h30km,1100,2.51173260923156,0.335083775,0.5875,aft_body,27257.963433490902,27257.963433490902,141181.59585819987,0.0,4586803.9506416,1733438.7545736544,2394563.636551453,0.7239059042381844,340.17437748007734,3965.1387464878176,0.04061391851448859,1636684.555032967,1709552.8342057073,606545.6719301465,65774.47553,2864.263798,0.4144155193006205,1.3843483094177689,0.012278862328138167,0.012272174768440003,0.001350664553450065
ma6_a5_h30km,1101,2.544680105921513,0.335083775,0.6000000000000001,aft_body,27104.141278073057,27104.141278073057,143018.61447156357,0.0,4771563.68948153,1823880.367896704,2370400.585309049,0.7694397222142557,342.84981694731096,4075.3650800284086,0.04141719675996604,1637091.835101276,1709831.7157176328,607388.142211254,65774.47553,2864.263798,0.41207688939626363,1.4228316130916683,0.02067929213209248,0.02067532192151278,0.001350664553450065
ma6_a5_h30km,1102,2.5776276026114657,0.335083775,0.6125,aft_body,26792.107643787327,26792.107643787327,142372.51515282024,0.0,4884295.907491001,1867116.0559615418,2370236.372839753,0.787734116882432,342.86818402364685,4076.129267222114,0.04142274396563549,1637094.6311070148,1709833.630258433,607393.9258277975,64986.49001,2856.771072,0.41227196052078835,1.4268309096144873,0.012284004949732013,0.012149087388534152,0.006052045779735227
ma6_a5_h30km,1103,2.6105750993014185,0.335083775,0.625,aft_body,26522.833396082733,26522.833396082733,141798.41372346034,0.0,4983975.415807145,1905220.4652668796,2370236.372839753,0.8038103233494206,342.86818402364685,4076.129267222114,0.04142274396563549,1637094.6311070148,1709833.630258433,607393.9258277975,64986.49001,2856.771072,0.40812841856825083,1.4268309096144873,0.020877506620766234,0.02079840930141863,0.006052045779735227
ma6_a5_h30km,1104,2.6435225959913713,0.335083775,0.6375000000000001,aft_body,26293.61156639018,26293.61156639018,141582.93782089866,0.0,5089651.108771384,1948457.470513077,2367153.2927700845,0.8231226412181181,343.2134933452159,4090.5153903198234,0.041527116915796906,1637147.1972763482,1709869.624489235,607502.6604281403,66145.56042,2833.426494,0.3975113582746206,1.4436638462235765,0.009010770464634839,0.008757267008628666,0.00707441313303675
ma6_a5_h30km,1105,2.676470092681324,0.335083775,0.65,aft_body,26027.339688230553,26027.339688230553,140724.34041879687,0.0,5174968.816788788,1978142.487112258,2370331.387981745,0.8345425863834921,342.85755632390516,4075.6870748419865,0.04141953414425398,1637093.013260552,1709832.5224520294,607390.5792668683,nan,nan,nan,nan,nan,nan,nan
ma6_a5_h30km,1106,2.709417589371277,0.335083775,0.6625000000000001,aft_body,25780.62947868732,25780.62947868732,140189.25137930905,0.0,5274487.447880881,2016183.6887874943,2370331.387981745,0.8505914822754825,342.85755632390516,4075.6870748419865,0.04141953414425398,1637093.013260552,1709832.5224520294,607390.5792668683,66143.67115,2831.144013,0.3897671391752999,1.4395901643036575,0.002175501709346181,0.002160884628723103,0.0008392146375985621
ma6_a5_h30km,1107,2.742365086061229,0.335083775,0.675,aft_body,25540.804457015143,25540.804457015143,139666.1425637738,0.0,5374006.078972971,2054224.8904627294,2370331.387981745,0.8666403781674725,342.85755632390516,4075.6870748419865,0.04141953414425398,1637093.013260552,1709832.5224520294,607390.5792668683,nan,nan,nan,nan,nan,nan,nan
ma6_a5_h30km,1108,2.775312582751182,0.335083775,0.6875,aft_body,25352.56178155059,25352.56178155059,139612.77820460228,0.0,5480254.0163192805,2098878.0713218395,2366260.5807380667,0.8870020860792824,343.3136447288673,4094.6946280990514,0.04155741808806419,1637162.4432435522,1709880.0640337043,607534.1971402848,66461.57017,2825.640754,0.38146197444180224,1.4491207427209452,0.007612383156317223,0.007458902751181995,0.005069677906700487
ma6_a5_h30km,1109,2.8082600794411348,0.335083775,0.7000000000000001,aft_body,25109.789487226313,25109.789487226313,138704.21273360742,0.0,5559015.109507621,2124780.7580193128,2370494.830766839,0.8963448181542588,342.8392767817318,4074.926588319205,0.04141401363119725,1637090.2305800705,1709830.617035585,607384.8232139949,66435.48707,2818.153738,0.3779574831861967,1.4459561000426888,0.013371307168157315,0.012983660558865129,0.010654375145860262
ma6_a5_h30km,1110,2.8412075761310875,0.335083775,0.7125,aft_body,24888.553549280503,24888.553549280503,138214.0795789269,0.0,5658283.236463115,2162723.271555372,2370494.830766839,0.9123509756212992,342.8392767817318,4074.926588319205,0.04141401363119725,1637090.2305800705,1709830.617035585,607384.8232139949,67868.54339,2794.202821,0.3667170725362535,1.4583503236393036,0.02008685919598043,0.019858077131087448,0.0100767526818058
ma6_a5_h30km,1111,2.8741550728210403,0.335083775,0.7250000000000001,aft_body,24715.59490527342,24715.59490527342,138172.11114774738,0.0,5764285.324640254,2207338.0588887953,2366567.538459339,0.9327171200555705,343.27919938088536,4093.2569071283647,0.0415469950242337,1637157.1996550316,1709876.4735317172,607523.350629888,67493.66773,2797.353822,0.36619131448219816,1.463260340875236,0.0026496908173357847,0.002155981821040154,0.0051344195980742025
ma6_a5_h30km,1112,2.907102569510993,0.335083775,0.7375,aft_body,24505.245591419563,24505.245591419563,137700.52297114508,0.0,5863669.554375431,2245395.6116282577,2366567.538459339,0.9487984497117011,343.27919938088536,4093.2569071283647,0.0415469950242337,1637157.1996550316,1709876.4735317172,607523.350629888,67418.41893,2808.081829,0.3634799804021385,1.4576700952429276,0.01291957195733138,0.012918902489007067,0.0004384067136347092
ma6_a5_h30km,1113,2.9400500662009454,0.335083775,0.75,aft_body,24285.99356369033,24285.99356369033,136849.43173645582,0.0,5941227.262856303,2270668.425809599,2370683.370978018,0.9578117658423706,342.818193428249,4074.049580291443,0.041407646901386735,1637087.0210775754,1709828.419356449,607378.1842677759,67418.41893,2808.081829,0.3602278716875025,1.450830078460453,0.020029026029897933,0.02002859420094527,0.0004384067136347092
ma6_a5_h30km,1114,2.9729975628908987,0.335083775,0.7625000000000001,aft_body,24086.1054438325,24086.1054438325,136397.77359137376,0.0,6040247.7172372425,2308512.8995730933,2370683.370978018,0.9737752952730772,342.818193428249,4074.049580291443,0.041407646901386735,1637087.0210775754,1709828.419356449,607378.1842677759,67507.30502,2813.830526,0.3567925787690184,1.4478660113489161,0.007557634122153912,0.007460675890898827,0.004022366323041038
ma6_a5_h30km,1115,3.005945059580851,0.335083775,0.775,aft_body,23929.596061305045,23929.596061305045,136370.92601892664,0.0,6146959.506310176,2353535.1995637305,2366874.0323095866,0.9943643672777802,343.24481491497613,4091.8220869852166,0.04153659194767764,1637151.9653345412,1709872.8893759337,607512.5232906734,67459.65761,2819.129731,0.3547245406973101,1.4514486658738361,0.0036766928309731883,0.002718844419149047,0.008250222352418901
ma6_a5_h30km,1116,3.038892556270804,0.335083775,0.7875000000000001,aft_body,135935.22725043414,23738.918950375733,135935.22725043414,1.0,6246104.014476469,2391495.4447179837,2366874.0323095866,1.0104025022338732,343.24481491497613,4091.8220869852166,0.04153659194767764,1637151.9653345412,1709872.8893759337,607512.5232906734,68716.51851,2809.003129,1.9782030608936063,1.4566812136097185,0.011123787795599844,0.010770824729195994,0.009266420604932213
ma6_a5_h30km,1117,3.0718400529607566,0.335083775,0.8,aft_body,135424.42804802567,23549.809457539697,135424.42804802567,1.0,6340163.353245683,2426482.671006924,2367766.952645127,1.0247979296679528,343.14469158299397,4087.6461134608558,0.04150630837148258,1637136.7236376207,1709862.4527555043,607480.9954117311,68590.62735,2813.669972,1.9743867825700194,1.4527809423772944,0.016595201098749592,0.01650613903924336,0.005723318312061354
ma6_a5_h30km,1118,3.1047875496507094,0.335083775,0.8125,aft_body,135005.14932273954,23367.95492553894,135005.14932273954,1.0,6439228.405640148,2464396.4627414076,2367766.952645127,1.0408103973190148,343.14469158299397,4087.6461134608558,0.04150630837148258,1637136.7236376207,1709862.4527555043,607480.9954117311,68590.62735,2813.669972,1.9682740126262972,1.4527809423772944,0.016530768733596365,0.01644135765070942,0.005723318312061354
ma6_a5_h30km,1119,3.137735046340662,0.335083775,0.8250000000000001,aft_body,134593.54059407336,23190.249267262014,134593.54059407336,1.0,6538293.458034611,2502310.254475891,2367766.952645127,1.0568228649700766,343.14469158299397,4087.6461134608558,0.04150630837148258,1637136.7236376207,1709862.4527555043,607480.9954117311,68490.39381,2818.040941,1.9651447904862525,1.4505275824737762,0.012795390944788236,0.012775636340661922,0.002369119670368014
ma6_a5_h30km,1120,3.170682543030615,0.335083775,0.8375,aft_body,134302.97762839188,23047.16714699332,134302.97762839188,1.0,6623592.801494311,2535551.700476176,2367270.364960376,1.0710866566010582,343.20036482444397,4089.967773534402,0.041523145816271013,1637145.1987318462,1709868.2560031347,607498.5263826046,68251.39141,2822.223071,1.9677690791914637,1.4492007437545331,0.011084581079883677,0.011081950030614962,0.0008049929983700577
ma6_a5_h30km,1121,3.2036300397205677,0.335083775,0.8500000000000001,aft_body,133905.62457411003,22877.075027903138,133905.62457411003,1.0,6722452.395546466,2573395.7557071643,2367270.364960376,1.0870730246100293,343.20036482444397,4089.967773534402,0.041523145816271013,1637145.1987318462,1709868.2560031347,607498.5263826046,67985.71429,2830.658706,1.9696141457442355,1.444881986254687,0.011324937512189293,0.011267041720567583,0.003812232536310911
ma6_a5_h30km,1122,3.2365775364105205,0.335083775,0.8625,aft_body,133515.2225206809,22710.694092290094,133515.2225206809,1.0,6821311.989598619,2611239.810938152,2367270.364960376,1.1030593926190004,343.20036482444397,4089.967773534402,0.041523145816271013,1637145.1987318462,1709868.2560031347,607498.5263826046,67979.74845,2837.028031,1.9640440802584478,1.4416381258287265,0.013392544249662412,0.013242538410520588,0.006662847176739428
