case,idx,x_m,span_m,xc,region,q_w,q_lam_w,q_turb_w,w_tr,re_edge,re_x_star,re_tri,re_x_over_re_tri,T_e_w,p_e_w,rho_e_w,h_r_lam_w,h_r_turb_w,h_star_lam_w,q_Fluent_matched,p_Fluent_matched,q_ratio,p_ratio,dist,dx,dspan
ma8_a5_h30km,219,2.5903285644875926,0.051551349999999996,0.7125,aft_body,350221.1527783166,56788.17346832408,350221.1527783166,1.0,12559459.79438159,3860974.853721453,3576988.5491722273,1.079392567419581,425.2967319643018,6578.394950705652,0.0538946929034116,2732013.447231038,2861709.3983187475,871471.4587655829,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,220,2.63418384429248,0.051551349999999996,0.7250000000000001,aft_body,349005.07773456775,56296.49171627297,349005.07773456775,1.0,12779801.194283023,3928711.254663935,3576988.5491722273,1.0983292791286967,425.2967319643018,6578.394950705652,0.0538946929034116,2732013.447231038,2861709.3983187475,871471.4587655829,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,221,2.678039124097367,0.051551349999999996,0.7375,aft_body,348003.19664023904,55854.063178817196,348003.19664023904,1.0,12989869.02389759,3994120.350297054,3576270.5010904847,1.1168395536856504,425.3574205509521,6581.681048096004,0.05391392149460501,2732022.685807361,2861715.724354156,871490.5690206573,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,222,2.7218944039022546,0.051551349999999996,0.75,aft_body,346835.3743325448,55386.65694331907,346835.3743325448,1.0,13210036.295489075,4061817.3053868352,3576270.5010904847,1.1357690376464242,425.3574205509521,6581.681048096004,0.05391392149460501,2732022.685807361,2861715.724354156,871490.5690206573,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,223,2.765749683707142,0.051551349999999996,0.7625000000000001,aft_body,345690.67815198965,54930.79193237865,345690.67815198965,1.0,13430203.56708056,4129514.2604766153,3576270.5010904847,1.1546985216071979,425.3574205509521,6581.681048096004,0.05391392149460501,2732022.685807361,2861715.724354156,871490.5690206573,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,224,2.809604963512029,0.051551349999999996,0.775,aft_body,344372.832800067,54393.582725501336,344372.832800067,1.0,13699646.248980258,4212710.460920829,3575985.3981143655,1.1780558341044156,425.38152358026383,6582.986477087647,0.05392155944797564,2732026.3549927585,2861718.236797191,871498.158833893,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,225,2.8534602433169165,0.051551349999999996,0.7875000000000001,aft_body,343272.57760980417,53960.16081647194,343272.57760980417,1.0,13920608.28525413,4280657.403838906,3575985.3981143655,1.1970567346544865,425.38152358026383,6582.986477087647,0.05392155944797564,2732026.3549927585,2861718.236797191,871498.158833893,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,226,2.8973155231218035,0.051551349999999996,0.8,aft_body,342193.0827114112,53536.9373345388,342193.0827114112,1.0,14141570.321528004,4348604.346756984,3575985.3981143655,1.2160576352045576,425.38152358026383,6582.986477087647,0.05392155944797564,2732026.3549927585,2861718.236797191,871498.158833893,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,227,2.941170802926691,0.051551349999999996,0.8125,aft_body,341185.0737567505,53147.38234282573,341185.0737567505,1.0,14348864.895504361,4412254.16071634,3576059.153786233,1.2338314247527944,425.3752878140655,6582.648727948811,0.053919583348155,2732025.405726922,2861717.586795602,871496.1952508009,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,228,2.9850260827315784,0.051551349999999996,0.8250000000000001,aft_body,340144.85599355126,52743.213873868044,340144.85599355126,1.0,14569616.66312751,4480134.993958131,3576059.153786233,1.2528134466720684,425.3752878140655,6582.648727948811,0.053919583348155,2732025.405726922,2861717.586795602,871496.1952508009,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,229,3.0288813625364654,0.051551349999999996,0.8375,aft_body,339123.381518198,52348.12805718733,339123.381518198,1.0,14790368.43075065,4548015.827199919,3576059.153786233,1.2717954685913417,425.3752878140655,6582.648727948811,0.053919583348155,2732025.405726922,2861717.586795602,871496.1952508009,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,230,3.072736642341353,0.051551349999999996,0.8500000000000001,aft_body,337562.4549133301,51717.2283913689,337562.4549133301,1.0,15160109.370766284,4662526.943660678,3575455.0199376587,1.304037365219595,425.42637231031983,6585.415993122042,0.05393577318645799,2732033.1822800385,2861722.911723236,871512.2812697324,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,231,3.11659192214624,0.051551349999999996,0.8625,aft_body,336578.2910592882,51341.09810213506,336578.2910592882,1.0,15383052.155630495,4731093.516361572,3575455.0199376587,1.3232143852963538,425.42637231031983,6585.415993122042,0.05393577318645799,2732033.1822800385,2861722.911723236,871512.2812697324,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,232,3.1604472019511274,0.051551349999999996,0.875,aft_body,335611.0960658248,50973.056811414855,335611.0960658248,1.0,15605994.940494707,4799660.089062464,3575455.0199376587,1.3423914053731127,425.42637231031983,6585.415993122042,0.05393577318645799,2732033.1822800385,2861722.911723236,871512.2812697324,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,233,3.204302481756015,0.051551349999999996,0.8875000000000001,aft_body,334660.3411352535,50612.81868039339,334660.3411352535,1.0,15828937.72535892,4868226.661763356,3575455.0199376587,1.3615684254498712,425.42637231031983,6585.415993122042,0.05393577318645799,2732033.1822800385,2861722.911723236,871512.2812697324,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,234,3.248157761560902,0.051551349999999996,0.9,aft_body,333725.5211046245,50260.11181413328,333725.5211046245,1.0,16051880.510223124,4936793.234464249,3575455.0199376587,1.3807454455266301,425.42637231031983,6585.415993122042,0.05393577318645799,2732033.1822800385,2861722.911723236,871512.2812697324,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,235,3.2920130413657893,0.051551349999999996,0.9125000000000001,aft_body,332944.1019090934,49950.77346846774,332944.1019090934,1.0,16255104.336242875,4999758.580389785,3575135.2764014155,1.398480950746663,425.4534159370344,6586.881292251428,0.05394434510720458,2732037.299110289,2861725.730687222,871520.797048945,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,236,3.3358683211706768,0.051551349999999996,0.925,aft_body,331987.3018526194,49609.29430968291,331987.3018526194,1.0,16475540.225546138,5067058.074822982,3575477.2781834756,1.417169703675842,425.4244898995374,6585.314007523348,0.053935176555932204,2732032.8957221084,2861722.715505167,871511.6885165935,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,237,3.379723600975564,0.051551349999999996,0.9375,aft_body,331097.2426548961,49277.45584084072,331097.2426548961,1.0,16698182.66102649,5135531.832590859,3575477.2781834756,1.4363206456174071,425.4244898995374,6585.314007523348,0.053935176555932204,2732032.8957221084,2861722.715505167,871511.6885165935,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,238,3.4235788807804513,0.051551349999999996,0.9500000000000001,aft_body,330221.3117464247,48952.18855127802,330221.3117464247,1.0,16920825.096506845,5204005.590358739,3575477.2781834756,1.455471587558973,425.4244898995374,6585.314007523348,0.053935176555932204,2732032.8957221084,2861722.715505167,871511.6885165935,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,239,3.4674341605853383,0.051551349999999996,0.9625,aft_body,329359.1033389142,48633.27839067948,329359.1033389142,1.0,17143467.531987198,5272479.348126616,3575477.2781834756,1.4746225295005382,425.4244898995374,6585.314007523348,0.053935176555932204,2732032.8957221084,2861722.715505167,871511.6885165935,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,240,3.5112894403902257,0.051551349999999996,0.9750000000000001,aft_body,328417.6578439024,48296.992934045134,328417.6578439024,1.0,17380215.408060264,5344947.077806749,3575699.4196244143,1.4947976467127582,425.40570431600344,6584.296300517612,0.05392922267790169,2732030.0360073447,2861720.757340162,871505.7731161392,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,241,3.555144720195113,0.051551349999999996,0.9875,aft_body,327581.97866800585,47990.34225952925,327581.97866800585,1.0,17603038.682522576,5413472.040342734,3575699.4196244143,1.5139617191065116,425.40570431600344,6584.296300517612,0.05392922267790169,2732030.0360073447,2861720.757340162,871505.7731161392,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,242,3.599,0.051551349999999996,1.0,aft_body,326758.8979644938,47689.45940466746,326758.8979644938,1.0,17825861.956984885,5481997.002878717,3575699.4196244143,1.5331257915002647,425.40570431600344,6584.296300517612,0.05392922267790169,2732030.0360073447,2861720.757340162,871505.7731161392,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,284,1.927317136835073,0.07732702500000001,0.5125000000000001,aft_body,68907.34466793842,68907.34466793842,378937.0795165284,0.0,8552917.806196744,2632087.5339912362,3573334.6084720925,0.7365913977803158,425.6058011909544,6595.14230400993,0.05399266139028055,2732060.4965989213,2861741.614967367,871568.7817068973,67406.16872,3825.512278,1.0222706018817682,1.7239893182248283,0.01671771355667319,0.003830901164926903,0.054242884103461106
ma8_a5_h30km,285,1.970180799993148,0.07732702500000001,0.525,aft_body,68082.07723675967,68082.07723675967,377115.1822057326,0.0,8761525.557567395,2696284.790917852,3573334.6084720925,0.7545570416286163,425.6058011909544,6595.14230400993,0.05399266139028055,2732060.4965989213,2861741.614967367,871568.7817068973,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,286,2.013044463151223,0.07732702500000001,0.5375,aft_body,67323.76996392252,67323.76996392252,375479.4391828871,0.0,8962235.813042168,2758323.697240928,3572994.5699152127,0.7719921324443499,425.6345941313312,6596.704039284573,0.05400179358699622,2732064.8797258306,2861744.616275692,871577.8483282393,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,287,2.055908126309298,0.07732702500000001,0.55,aft_body,66203.62543403423,66203.62543403423,373021.7927900211,0.0,9270572.264756631,2853525.795210533,3572626.2946706777,0.7987193621306449,425.66578393515687,6598.396078985688,0.05401168703750461,2732069.6277253986,2861747.8674274203,871587.6696989408,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,288,2.098771789467373,0.07732702500000001,0.5625,aft_body,65505.039735715356,65505.039735715356,371754.0592648459,0.0,9484178.410106605,2921087.253047117,3570487.400545268,0.8181200282630944,425.8470517470513,6608.235953081941,0.054069206973759165,2732097.2219833564,2861766.7623574175,871644.7491979586,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,289,2.1416354526254486,0.07732702500000001,0.5750000000000001,aft_body,64811.622798728386,64811.622798728386,370211.87810531206,0.0,9690008.63894671,2984702.5381623106,3570232.9665030013,0.8359965767404219,425.868628431844,6609.4079113945545,0.054076056138056716,2732100.506585293,2861769.011460247,871651.5434894853,69236.74394,3857.351751,0.9360870992849347,1.7134574023955935,0.020004777198756176,0.0043396776254485125,0.06509465833000914
ma8_a5_h30km,290,2.1844991157835234,0.07732702500000001,0.5875,aft_body,64137.19671506651,64137.19671506651,368420.4757985157,0.0,9882585.382872306,3042519.2982681044,3571931.7911927192,0.8517853856476256,425.72461923773284,6601.588724558041,0.05403035264031909,2732078.5841777287,2861754.000280859,871606.1963725983,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,291,2.2273627789415986,0.07732702500000001,0.6000000000000001,aft_body,63484.432272783866,63484.432272783866,367213.8080938557,0.0,10102125.177020628,3111975.5957614365,3569863.78538523,0.8717351089141396,425.8999412004102,6611.1089584771435,0.054085996788145484,2732105.273303687,2861772.2754295305,871661.4035806064,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,292,2.270226442099674,0.07732702500000001,0.6125,aft_body,62868.75836827927,62868.75836827927,365832.81316903676,0.0,10303456.683021784,3174302.0986008476,3569531.7300741887,0.8892768964221739,425.92811036303135,6612.6394982554975,0.054094940395956394,2732109.5614733943,2861775.21171673,871670.2737803038,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,293,2.3130901052577486,0.07732702500000001,0.625,aft_body,61787.20605799486,61787.20605799486,362930.1565823172,0.0,10646970.687057741,3277646.322170493,3572143.967587429,0.9175571734820546,425.7066422608646,6600.613102795971,0.05402464900236451,2732075.8475565277,2861752.1264031087,871600.5355946433,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,294,2.355953768415824,0.07732702500000001,0.6375000000000001,aft_body,61190.17016577778,61190.17016577778,361534.8082313337,0.0,10856394.288548809,3342195.5984039917,3572062.823380003,0.9356486052060798,425.7135170897667,6600.9861918916195,0.0540268301682192,2732076.8941063825,2861752.84301909,871602.7004124646,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,295,2.3988174315738986,0.07732702500000001,0.65,aft_body,60624.01283072061,60624.01283072061,360414.3304090361,0.0,11072780.723975392,3410360.5019306075,3570497.1127746804,0.9551500517193728,425.8462281823393,6608.191223316487,0.054068945556977555,2732097.096612741,2861766.67651097,871644.4898653132,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,296,2.441681094731974,0.07732702500000001,0.6625000000000001,aft_body,60058.33441862465,60058.33441862465,358882.2604442541,0.0,11271628.134512357,3470294.7876609457,3571797.289421136,0.9715822333868671,425.7360161675546,6602.207296405002,0.054033968783672955,2732080.319123488,2861755.188269995,871609.7851567172,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,297,2.484544757890049,0.07732702500000001,0.675,aft_body,359200.6855975785,59421.070192297964,359200.6855975785,1.0,11625853.684534246,3593024.414933743,3558683.9627402727,1.0096497616964635,426.8511187830816,6662.930276359356,0.0543884832754717,2732250.070326975,2861871.4239416206,871960.9202974937,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,298,2.527408421048124,0.07732702500000001,0.6875,aft_body,58932.93384873088,58932.93384873088,354828.1645721089,0.0,11623753.078636285,3568672.683130826,3581486.94014301,0.9964220846742295,424.9170622654721,6557.863615255651,0.0537744916291071,2731955.6504082102,2861669.8224431067,871351.9044113101,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,299,2.570272084206199,0.07732702500000001,0.7000000000000001,aft_body,353551.7711764221,58404.376679968904,353551.7711764221,1.0,11835094.0437024,3633557.641005932,3581486.94014301,1.0145388498501247,424.9170622654721,6557.863615255651,0.0537744916291071,2731955.6504082102,2861669.8224431067,871351.9044113101,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,300,2.6131357473642742,0.07732702500000001,0.7125,aft_body,352302.4403772027,57889.79064325576,352302.4403772027,1.0,12046435.00876851,3698442.5988810374,3581486.94014301,1.0326556150260198,424.9170622654721,6557.863615255651,0.0537744916291071,2731955.6504082102,2861669.8224431067,871351.9044113101,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,301,2.6559994105223494,0.07732702500000001,0.7250000000000001,aft_body,351241.41955195874,57397.46016923605,351241.41955195874,1.0,12263119.78771566,3766083.4470703765,3580463.5515286163,1.051842420086224,425.00335742921555,6562.526159417332,0.05380179804847894,2731968.78705384,2861678.8176478315,871379.077932426,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,302,2.698863073680424,0.07732702500000001,0.7375,aft_body,350378.3667986032,56961.605854231006,350378.3667986032,1.0,12465175.59601171,3829804.7852317085,3578958.230036514,1.070089265946151,425.1303762778114,6569.393319020382,0.053842005815060184,2731988.1230343264,2861692.057793599,871419.0749521279,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,303,2.741726736838499,0.07732702500000001,0.75,aft_body,349202.5739414362,56484.93131624768,349202.5739414362,1.0,12676449.758655978,3894716.7307441095,3578958.230036514,1.0882263721486278,425.1303762778114,6569.393319020382,0.053842005815060184,2731988.1230343264,2861692.057793599,871419.0749521279,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,304,2.784590399996574,0.07732702500000001,0.7625000000000001,aft_body,347796.3731956471,56006.405293910924,347796.3731956471,1.0,12878821.073100736,3955043.362886307,3580573.5578900473,1.1045837486486176,424.99407910602014,6562.024736272971,0.05379886170522038,2731967.3746219194,2861677.8504972635,871376.1562772563,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,305,2.8274540631546494,0.07732702500000001,0.775,aft_body,346989.8070510914,55603.50041960846,346989.8070510914,1.0,13079930.085782032,4018486.7944822386,3579126.1240078746,1.122756409037179,425.11620434717304,6568.6268720834205,0.05383751880273901,2731985.965652353,2861690.580544911,871414.6123468122,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,306,2.8703177263127246,0.07732702500000001,0.7875000000000001,aft_body,345881.19074976456,55160.43757849715,345881.19074976456,1.0,13290896.700068843,4083301.0976190497,3579126.1240078746,1.1408653833764886,425.11620434717304,6568.6268720834205,0.05383751880273901,2731985.965652353,2861690.580544911,871414.6123468122,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,307,2.9131813894707994,0.07732702500000001,0.8,aft_body,344793.4925028953,54727.80001582701,344793.4925028953,1.0,13501863.314355647,4148115.4007558594,3579126.1240078746,1.1589743577157978,425.11620434717304,6568.6268720834205,0.05383751880273901,2731985.965652353,2861690.580544911,871414.6123468122,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,308,2.956045052628874,0.07732702500000001,0.8125,aft_body,343570.956332157,54225.96899530741,343570.956332157,1.0,13756326.341335064,4226708.117482925,3578786.866546228,1.1810449392763043,425.14484238052995,6570.175741263953,0.053846586197384284,2731990.325197887,2861693.5657060924,871423.6301894162,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,309,2.99890871578695,0.07732702500000001,0.8250000000000001,aft_body,342523.46440127934,53813.59822744516,342523.46440127934,1.0,13967962.13120176,4291734.396213433,3578786.866546228,1.199214861419017,425.14484238052995,6570.175741263953,0.053846586197384284,2731990.325197887,2861693.5657060924,871423.6301894162,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,310,3.0417723789450246,0.07732702500000001,0.8375,aft_body,341494.84682870575,53410.4944375422,341494.84682870575,1.0,14179597.921068456,4356760.674943939,3578786.866546228,1.217384783561729,425.14484238052995,6570.175741263953,0.053846586197384284,2731990.325197887,2861693.5657060924,871423.6301894162,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,311,3.0846360421031,0.07732702500000001,0.8500000000000001,aft_body,339691.6123044995,52770.54833059024,339691.6123044995,1.0,14512802.658778127,4457579.685867583,3579995.3669567755,1.2451356018532533,425.0428518542216,6564.66084036086,0.05381429806252182,2731974.799259427,2861682.9344537216,871391.514348852,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,312,3.1274997052611746,0.07732702500000001,0.8625,aft_body,338701.2408888242,52386.757431039136,338701.2408888242,1.0,14726226.227289567,4523132.328306813,3579995.3669567755,1.263446419527566,425.0428518542216,6564.66084036086,0.05381429806252182,2731974.799259427,2861682.9344537216,871391.514348852,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,313,3.17036336841925,0.07732702500000001,0.875,aft_body,337727.94536392123,52011.2202778756,337727.94536392123,1.0,14939649.795801016,4588684.970746043,3579995.3669567755,1.2817572372018788,425.0428518542216,6564.66084036086,0.05381429806252182,2731974.799259427,2861682.9344537216,871391.514348852,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,314,3.213227031577325,0.07732702500000001,0.8875000000000001,aft_body,337648.4474696166,51837.822401968886,337648.4474696166,1.0,15070632.395833366,4632686.951941093,3577183.5426124157,1.2950654884646606,425.280255364997,6577.5029966360735,0.05388947316275037,2732010.9390111463,2861707.680836823,871466.2704421624,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,315,3.2560906947354,0.07732702500000001,0.9,aft_body,336705.28064281354,51476.578820405026,336705.28064281354,1.0,15282894.823943695,4697936.063940264,3577183.5426124157,1.3133058474571209,425.280255364997,6577.5029966360735,0.05388947316275037,2732010.9390111463,2861707.680836823,871466.2704421624,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,316,3.298954357893475,0.07732702500000001,0.9125000000000001,aft_body,335777.7037877928,51122.78370824536,335777.7037877928,1.0,15495157.252054026,4763185.175939435,3577183.5426124157,1.3315462064495809,425.280255364997,6577.5029966360735,0.05388947316275037,2732010.9390111463,2861707.680836823,871466.2704421624,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,317,3.3418180210515502,0.07732702500000001,0.925,aft_body,334588.6208018214,50762.01885808337,334588.6208018214,1.0,15695267.190422857,4822147.061123289,3579009.909289584,1.3473410757000284,425.1260138965796,6569.157385733872,0.05384062460613498,2731987.458952426,2861691.603069248,871417.7012800311,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,318,3.384681684209625,0.07732702500000001,0.9375,aft_body,333691.5874582678,50422.4697706069,333691.5874582678,1.0,15907365.395698842,4887311.210597928,3579009.909289584,1.3655483875338124,425.1260138965796,6569.157385733872,0.05384062460613498,2731987.458952426,2861691.603069248,871417.7012800311,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,319,3.4275453473677002,0.07732702500000001,0.9500000000000001,aft_body,333030.29695911973,50142.019919319,333030.29695911973,1.0,16093220.708420772,4945317.599429913,3578377.933306986,1.3819998031509375,425.17936891079717,6572.043432748463,0.0538575192303259,2731995.581144724,2861697.16467033,871434.5022633376,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,320,3.470409010525775,0.07732702500000001,0.9625,aft_body,332160.7542864337,49815.35833178946,332160.7542864337,1.0,16304973.612478942,5010387.567843465,3578377.933306986,1.4001840110871342,425.17936891079717,6572.043432748463,0.0538575192303259,2731995.581144724,2861697.16467033,871434.5022633376,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,321,3.51327267368385,0.07732702500000001,0.9750000000000001,aft_body,331304.65848000586,49494.999006736376,331304.65848000586,1.0,16516726.516537111,5075457.536257017,3578377.933306986,1.4183682190233309,425.17936891079717,6572.043432748463,0.0538575192303259,2731995.581144724,2861697.16467033,871434.5022633376,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,322,3.5561363368419254,0.07732702500000001,0.9875,aft_body,330461.6331512617,49180.741867553705,330461.6331512617,1.0,16728479.420595279,5140527.50467057,3578377.933306986,1.4365524269595278,425.17936891079717,6572.043432748463,0.0538575192303259,2731995.581144724,2861697.16467033,871434.5022633376,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,323,3.599,0.07732702500000001,1.0,aft_body,329631.31704350794,48872.395618691684,329631.31704350794,1.0,16940232.324653443,5205597.473084119,3578377.933306986,1.4547366348957236,425.17936891079717,6572.043432748463,0.0538575192303259,2731995.581144724,2861697.16467033,871434.5022633376,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,365,1.96599018606075,0.10310269999999999,0.5125000000000001,aft_body,70192.67801930956,70192.67801930956,381090.867339801,0.0,8216100.390587771,2525209.8514061132,3577737.853936213,0.7058118717747549,425.2334264147991,6574.968401931685,0.05387463953823579,2732003.810276496,2861702.7994972933,871451.5244539537,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,366,2.007862232572013,0.10310269999999999,0.525,aft_body,69228.15883452455,69228.15883452455,379351.05551664426,0.0,8461740.564266643,2602552.8146889955,3575289.589724692,0.7279278361586927,425.44036367505464,6586.174055217821,0.05394020787679385,2732035.312174604,2861724.370150159,871516.6870165733,67861.23844,3836.240299,1.0201428742821004,1.7168304229885316,0.014175194577474574,0.01044202857201304,0.031954860630188237
ma8_a5_h30km,367,2.0497342790832755,0.10310269999999999,0.5375,aft_body,68478.3132661402,68478.3132661402,377938.5684902141,0.0,8658162.044854462,2664199.086626981,3573692.3903391548,0.7455031926724225,425.5755114789406,6593.499668583423,0.053983055465807915,2732055.88561963,2861738.4576390907,871559.2437664926,68463.16239,3847.48518,1.0002212996830895,1.713716716274245,0.01954561133175011,0.016375341916724295,0.03557138354261294
ma8_a5_h30km,368,2.0916063255945385,0.10310269999999999,0.55,aft_body,67737.5045576878,67737.5045576878,376357.6337356454,0.0,8851199.686201768,2723919.080716648,3573286.7104687807,0.7623007335896917,425.60985666228896,6595.362257665902,0.053993947599577825,2732061.113960167,2861742.037700152,871570.0587360049,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,369,2.1334783721058015,0.10310269999999999,0.5625,aft_body,67056.0241143624,67056.0241143624,375483.21493565995,0.0,9060997.44349774,2792031.107939387,3568905.780834321,0.7823213274312555,425.98122497421616,6615.526109444556,0.05411180650779443,2732117.6470693257,2861780.7482587653,871686.9990629961,69236.74394,3857.351751,0.9685034318262079,1.715043515989827,0.01239802344594228,0.0038174028941986293,0.03931898333000916
ma8_a5_h30km,370,2.1753504186170645,0.10310269999999999,0.5750000000000001,aft_body,66006.34619755787,66006.34619755787,372724.69713493745,0.0,9332973.079536049,2873576.8971471577,3571614.0273881117,0.804559752288961,425.7515460900394,6603.050254332352,0.0540388965221812,2732082.6832315037,2861756.807072556,871614.6753806679,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,371,2.217222465128327,0.10310269999999999,0.5875,aft_body,65349.69373890794,65349.69373890794,371309.4182744996,0.0,9524935.784547541,2933104.2148122503,3571117.113145094,0.8213408078989201,425.79366307414136,6605.336734190393,0.054052261853611595,2732089.094667221,2861761.1972478325,871627.937615852,70194.9791,3868.075607,0.9309739040709814,1.7076545045388491,0.014351177821702109,0.006162055128327015,0.04320305820779785
ma8_a5_h30km,372,2.25909451163959,0.10310269999999999,0.6000000000000001,aft_body,64665.38489491273,64665.38489491273,369749.2394635469,0.0,9727593.992729405,2995510.6874678307,3571117.113145094,0.8388161442371951,425.79366307414136,6605.336734190393,0.054052261853611595,2732089.094667221,2861761.1972478325,871627.937615852,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,373,2.300966558150853,0.10310269999999999,0.6125,aft_body,64050.604008440125,64050.604008440125,368789.1881889754,0.0,9937822.468459995,3063014.257085087,3568005.6555500417,0.8584667606455614,426.05763587452395,6619.68037893656,0.05413607570019744,2732129.279041223,2861788.7131511373,871711.0601241601,71410.43123,3879.387303,0.896936244540308,1.7063726464788505,0.019556043428652706,0.013478762150852752,0.04723014638320294
ma8_a5_h30km,374,2.3428386046621155,0.10310269999999999,0.625,aft_body,63429.97270639519,63429.97270639519,367394.47856415703,0.0,10135245.035469323,3124107.8005761974,3567736.3571923343,0.8756554542709387,426.08050355266215,6620.923999572231,0.05414334007058284,2732132.7601700732,2861791.0968240756,871718.2609371352,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,375,2.3847106511733784,0.10310269999999999,0.6375000000000001,aft_body,62397.886029894486,62397.886029894486,364531.28931499046,0.0,10448698.495029297,3217722.490080779,3570950.89411603,0.9010828167317347,425.8077538081533,6606.101829245318,0.05405673382568529,2732091.239688696,2861762.6660327762,871632.3746531275,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,376,2.4265826976846414,0.10310269999999999,0.65,aft_body,61830.44475217821,61830.44475217821,363534.6472853376,0.0,10659554.245180434,3284882.7481333986,3568615.726750782,0.9204921458787265,426.0058434060703,6616.86434860147,0.054119624960136836,2732121.3947140505,2861783.314426148,871694.7511715593,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,377,2.4684547441959044,0.10310269999999999,0.6625000000000001,aft_body,61260.81262721476,61260.81262721476,362225.41522858554,0.0,10860620.086017001,3347077.3511607544,3568375.518903828,0.9379834979332403,426.0262340179532,6617.972913088391,0.054126101232119556,2732124.4987610322,2861785.4398955307,871701.171980079,nan,nan,nan,nan,nan,nan,nan
ma8_a5_h30km,378,2.510326790707167,0.10310269999999999,0.675,aft_body,60701.62316189853,60701.62316189853,360625.2536750524,0.0,11045993.6268689,3402294.718830298,3570310.2871298236,0.9529409057511936,425.86207112583014,6609.051729332287,0.054073974573874896,2732099.508371701,2861768.327942105,871649.4786565828,nan,nan,nan,nan,nan,nan,nan
